Rank	Score	Type	ID	Name	Description
1094	27.1	cp	BRD-A54927599	KF-38789	P-selectin inhibitor
1095	26.99	cp	BRD-K14821540	FCCP	Mitochondrial oxidative phosphorylation uncoupler
1096	26.9	cp	BRD-A48257147	PHCCC	Glutamate receptor agonist
1097	26.77	cp	BRD-A00758722	noretynodrel	Progestogen hormone
1098	26.77	cp	BRD-K67043667	altretamine	DNA synthesis inhibitor
1099	26.68	cp	BRD-A01145011	zebularine	DNA methyltransferase inhibitor
1100	26.61	cp	BRD-K55191674	benzylpenicillin	Penicillin binding protein inhibitor
1101	26.48	cp	BRD-K34776109	glimepiride	Insulin secretagogue
1102	26.32	cp	BRD-K47659338	EMD-386088	Serotonin receptor agonist
1103	26.32	cp	BRD-K00675675	CL-82198	Metalloproteinase inhibitor
1104	26.29	cp	BRD-A41304429	practolol	Adrenergic receptor antagonist
1105	26.15	cp	BRD-K64746805	MBCQ	Phosphodiesterase inhibitor
1106	26.14	cp	BRD-K55468218	spiperone	Dopamine receptor antagonist
1107	26.13	cp	BRD-K47869605	podophyllotoxin	Microtubule inhibitor
1108	26.07	cp	BRD-K95763993	trapidil	PDGFR receptor inhibitor
1109	26.07	cp	BRD-A99411506	esculin	Antioxidant
1110	26.05	cp	BRD-K51541829	RO-25-6981	Ionotropic glutamate receptor antagonist
1111	25.86	cp	BRD-K00312224	PPT	Estrogen receptor agonist
1112	25.76	cp	BRD-K98769987	flumazenil	Benzodiazepine receptor antagonist
1113	25.57	cp	BRD-K81473089	tacrine	Acetylcholinesterase inhibitor
1114	25.54	cc		DNA polymerase inhibitor	-
1115	25.36	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
1116	25.19	cp	BRD-K79092138	nitrofural	Bacterial DNA inhibitor
1117	25.14	cp	BRD-K81847782	scandenin	Plant compound with antimicrobial activity
1118	25.09	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
1119	25.04	cp	BRD-K49448285	bisindolylmaleimide	CDK inhibitor
1120	25.04	kd	CGS001-2098	ESD	-
1121	25	cp	BRD-K51318897	fenbendazole	Tubulin inhibitor
1122	24.75	cp	BRD-K86958018	olvanil	TRPV agonist
1123	24.5	cp	BRD-K08619574	thioproperazine	Dopamine receptor antagonist
1124	24.36	cp	BRD-K32828673	chelidonine	Tubulin inhibitor
1125	24.33	cp	BRD-K82036761	sertraline	Serotonin receptor antagonist
1126	24.27	cp	BRD-K50140147	NVP-TAE684	ALK inhibitor
1127	24.24	kd	CGS001-3784	KCNQ1	Voltage-gated potassium channels
1128	24.09	kd	CGS001-23386	NUDCD3	-
1129	23.96	cp	BRD-A15435692	BMY-14802	Sigma receptor antagonist
1130	23.81	cp	BRD-K35483542	alitretinoin	Retinoid receptor agonist
1131	23.79	cp	BRD-K45158365	valsartan	Angiotensin receptor antagonist
1132	23.57	cp	BRD-A78322124	dobutamine	Adrenergic receptor agonist
1133	23.4	cp	BRD-K30020243	aliskiren	Antihypertensive
1134	23.34	cp	BRD-K79353516	indolophenanthridine	CALY activator
1135	23.14	cp	BRD-K74195153	irsogladine	Phosphodiesterase inhibitor
1136	23.04	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
1137	23.01	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
1138	22.93	cp	BRD-A61392169	eliprodil	Glutamate receptor antagonist
1139	22.85	cp	BRD-K79425933	benperidol	Dopamine receptor antagonist
1140	22.85	cp	BRD-K87991767	umbelliferone	Cyclooxygenase inhibitor
1141	22.57	cp	BRD-K66874953	pifithrin-alpha	TP53 inhibitor
1142	22.54	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
1143	22.44	cp	BRD-K34170797	fexaramine	FXR agonist
1144	22.39	cp	BRD-A78295502	hydroquinine	Antiarrhythmic
1145	22.05	cp	BRD-K57011718	UK-356618	Metalloproteinase inhibitor
1146	21.97	cp	BRD-K74765201	tomelukast	Leukotriene receptor antagonist
1147	21.92	cp	BRD-K67261995	adipiodone	Contrast agent
1148	21.7	kd	CGS001-9352	TXNL1	-
1149	21.63	cp	BRD-K05104363	PD-184352	MEK inhibitor
1150	21.58	cp	BRD-A48809242	IB-MECA	Adenosine receptor agonist
1151	21.5	cp	BRD-K42679050	Y-27152	Potassium channel activator
1152	21.39	cp	BRD-A69917777	aminopentamide	Acetylcholine receptor antagonist
1153	21.3	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
1154	21.27	cp	BRD-A99449986	MT-21	Caspase activator
1155	21.16	cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist
1156	20.88	cp	BRD-K26373640	IKK-2-inhibitor	IKK inhibitor
1157	20.76	cp	BRD-A78360835	cercosporin	Photoactivated toxin
1158	20.75	cp	BRD-K19352500	prochlorperazine	Dopamine receptor antagonist
1159	20.72	cp	BRD-K27710560	splitomycin	SIRT inhibitor
1160	20.71	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
1161	20.54	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
1162	20.48	cp	BRD-A98299281	velnacrine	cholinesterase inhibitor
1163	20.37	cp	BRD-K63979671	etifenin	Compound used in hepatobiliary scans of the liver
1164	20.34	cp	BRD-K60511616	pravastatin	HMGCR inhibitor
1165	19.96	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
1166	19.6	cp	BRD-K90789829	nefazodone	Adrenergic inhibitor
1167	19.58	cp	BRD-A95869247	indapamide	Thiazide diuretic
1168	19.46	cp	BRD-K80451230	zamifenacin	Acetylcholine receptor antagonist
1169	19.35	cp	BRD-A26384407	chlortalidone	Carbonic anhydrase inhibitor
1170	19.33	cp	BRD-K23383398	T-0901317	LXR agonist
1171	18.97	cp	BRD-K17674993	diflorasone	Corticosteroid agonist
1172	18.93	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
1173	18.92	cp	BRD-K49671696	ketanserin	Serotonin receptor antagonist
1174	18.91	cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist
1175	18.9	cp	BRD-K03816923	rottlerin	MAP kinase inhibitor
1176	18.76	cp	BRD-K60038276	irbesartan	Angiotensin receptor antagonist
1177	18.51	cc		AHSP Pathway LOF	-
1178	18.5	cp	BRD-K32584078	BML-257	AKT inhibitor
1179	18.48	cp	BRD-A42346008	metanephrine	Epinephrine metabolite
1180	18.17	cp	BRD-A14395271	mesoridazine	Dopamine receptor antagonist
1181	18.02	cp	BRD-K01624546	docosatrienoic-acid	LTB4 inhibitor
1182	18	cc		Serotonin receptor agonist	-
1183	17.79	cp	BRD-K81876028	CP-93129	Serotonin receptor agonist
1184	17.77	cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor
1185	17.64	cp	BRD-K57080016	selumetinib	MEK inhibitor
1186	17.63	cp	BRD-K08556791	ethoprop	Acetylcholinesterase inhibitor
1187	17.42	cp	BRD-K26669427	WR-216174	PFMRK inhibitor
1188	17.16	cp	BRD-A94709349	metaxalone	Muscle relaxant
1189	17.16	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
1190	17.08	cc		FLT3 inhibitor	-
1191	17.07	cc		Tubulin inhibitor	-
1192	16.71	cp	BRD-K97863768	prothionamide	Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor
1193	16.56	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
1194	16.46	cp	BRD-K46862739	metyrapone	Cytochrome P450 inhibitor
1195	16.41	cp	BRD-K50388907	fenofibrate	PPAR receptor agonist
1196	16.16	cp	BRD-K80778372	RO-19-4605	GABA benzodiazepine site receptor inverse agonist
1197	16.09	cp	BRD-A19248578	latrunculin-b	Actin polymerization inhibitor
1198	15.9	cp	BRD-K15791587	L-733060	Tachykinin antagonist
1199	15.83	cp	BRD-K16277217	piperacetazine	Dopamine receptor antagonist
1200	15.71	cp	BRD-A19633847	perhexiline	Carnitine palmitoyltransferase inhibitor
1201	15.66	cp	BRD-K62736196	guanabenz	-666
1202	15.55	cp	BRD-A11813248	AM-92016	Potassium channel blocker
1203	15.09	cp	BRD-K66615216	moxifloxacin	Bacterial DNA gyrase inhibitor
1204	14.99	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
1205	14.94	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
1206	14.82	cp	BRD-K59332007	linopirdine	Potassium channel blocker
1207	14.46	cp	BRD-K40901640	cinanserin	Serotonin receptor antagonist
1208	14.27	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
1209	14.24	cp	BRD-K02867583	minaprine	Serotonin reuptake inhibitor
1210	13.92	cp	BRD-K16478699	PLX-4720	RAF inhibitor
1211	13.7	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
1212	13.54	cc		VEGFR inhibitor	-
1213	13.51	cc		Proteasome Pathway LOF	-
1214	13.37	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
1215	13.17	cp	BRD-A03359064	ICI-89406	Adrenergic receptor antagonist
1216	13.07	cc		Phospholipases GOF	-
1217	12.74	cc		Thymidylate synthase inhibitor	-
1218	12.57	cc		DNA Replication LOF	-
1219	12.42	cp	BRD-K06159959	CCMQ	Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites
1220	12.04	cp	BRD-K78126613	menadione	Mitochondrial DNA polymerase inhibitor
1221	11.87	cc		Retinoid receptor agonist	-
1222	11.67	cp	BRD-A56012032	thiorphan	Membrane metalloendopeptidase inhibitor
1223	11.54	cp	BRD-A59303141	quinethazone	Thiazide diuretic
1224	11.51	cp	BRD-K02113016	olaparib	PARP inhibitor
1225	11.25	cp	BRD-K40902647	vincamine	Adrenergic receptor antagonist
1226	10.89	cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist
1227	10.62	cp	BRD-A36267905	buphenine	Adrenergic receptor agonist
1228	10.62	cp	BRD-K78633253	EXO-1	ARF inhibitor
1229	10.4	cp	BRD-K27450477	EHNA	Adenosine deaminase inhibitor
1230	10.09	cc		Aromatase inhibitor	-
1231	9.93	cc		ATP synthase inhibitor	-
1232	9.87	cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist
1233	9.77	cp	BRD-K49456190	prima-1-met	thioredoxin inhibitor
1234	9.61	cc		X linked mental retardation group 1 LOF	-
1235	9.61	cc		Estrogen receptor antagonist	-
1236	9.54	cp	BRD-K37991163	paroxetine	Selective serotonin reuptake inhibitor (SSRI)
1237	9.18	cp	BRD-K67017579	cilostazol	Phosphodiesterase inhibitor
1238	9.15	cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist
1239	8.99	cp	BRD-A00100033	nifurtimox	DNA inhibitor
1240	8.89	cp	BRD-A11605036	thiocolchicoside	GABA receptor antagonist
1241	8.75	cc		BCL inhibitor	-
1242	8.6	cp	BRD-K04111260	raclopride	Dopamine receptor antagonist
1243	8.47	cc		NADH ubiquinone oxidoreductase core subunits GOF	-
1244	8.43	cc		KCNJ11 modulator	-
1245	8.11	kd	CGS001-55300	PI4K2B	Phosphatidylinositol kinases
1246	7.84	cc		General transcription factors group 2 LOF	-
1247	7.47	cc		G2 M Checkpoint LOF	-
1248	7.46	cp	BRD-K12219985	glipizide	Sulfonylurea
1249	7.36	cp	BRD-K05395900	nicotine	Acetylcholine receptor agonist
1250	7.23	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
1251	7.17	cp	BRD-K33211335	dextromethorphan	Glutamate receptor antagonist
1252	7.1	cp	BRD-K71534238	GW-9508	Free fatty acid receptor agonist
1253	7	cc		Cyclins LOF	-
1254	6.89	cp	BRD-K95435023	PHA-665752	c-Met inhibitor
1255	5.9	cp	BRD-K79116891	proxymetacaine	Sodium channel blocker
1256	5.55	cp	BRD-K97158071	droperidol	Dopamine receptor antagonist
1257	5.41	cc		Cyclin dependent kinases LOF	-
1258	5.34	cc		Na-K-Cl transporter inhibitor	-
1259	5.26	cc		PDGFR/KIT inhibitor	-
1260	5.07	cp	BRD-K95609758	BMS-191011	Potassium channel activator
1261	4.94	cp	BRD-K32107296	temozolomide	DNA alkylating agent
1262	4.58	cc		Baculoviral IAP repeat domain containing LOF	-
1263	4.5	cc		Aldehyde dehydrogenases LOF	-
1264	4.32	cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
1265	4.28	cc		NKL subclass homeoboxes and pseudogenes LOF	-
1266	4.23	cc		Glycogen synthase kinase inhibitor	-
1267	4.07	cp	BRD-K63550407	erythromycin	NFkB pathway inhibitor
1268	4.06	cp	BRD-K57569181	pentoxifylline	Phosphodiesterase inhibitor
1269	3.82	cc		DNA synthesis inhibitor	-
1270	3.6	cc		Adenosine receptor agonist	-
1271	3.4	cc		Vitamin D receptor agonist	-
1272	2.82	cc		Reverse transcriptase inhibitor	-
1273	2.28	cc		Gamma secretase inhibitor	-
1274	2.22	cc		CCK receptor antagonist	-
1275	2.2	cp	BRD-A30655177	LFM-A13	BTK inhibitor
1276	2.14	cp	BRD-A26711594	nicardipine	Calcium channel blocker
1277	2	cc		Mediator complex LOF	-
1278	1.53	cc		MEK inhibitor	-
1279	1.46	cp	BRD-A41451487	PK-11195	Benzodiazepine receptor antagonist
1280	1.26	cc		SRY LOF	-
1281	1.11	cp	BRD-K68143200	SA-792541	CDC inhibitor
1282	1.06	cc		Beta-adrenergic receptor agonist	-
1283	0.79	cc		Sodium channel blocker	-
1284	0.77	cc		MDM inhibitor	-
1285	0.39	cc		Dopamine receptor antagonist	-
1286	0.11	cc		Angiotensin receptor antagonist	-
1287	0	cc		Wnt family GOF	-
1288	0	cc		Purinergic receptors P2Y GOF	-
1289	0	cc		Homeobox Gene GOF	-
1290	0	cc		FOS transcription factor family GOF	-
1291	0	cc		Akt Signaling GOF	-
1292	0	cc		Zinc fingers RanBP2 type LOF	-
1293	0	cc		X linked mental retardation group 2 LOF	-
1294	0	cc		Wnt family LOF	-
1295	0	cc		V type ATPases LOF	-
1296	0	cc		Tumor necrosis factor superfamily LOF	-
1297	0	cc		Trace amine receptors LOF	-
1298	0	cc		Structural maintenance of chromosomes proteins LOF	-
1299	0	cc		RNA Polymerase Enzymes LOF	-
1300	0	cc		Ribosomal 40s Subunit LOF	-
1301	0	cc		Rho GTPase activating proteins LOF	-
1302	0	cc		Protein phosphatase catalytic subunits LOF	-
1303	0	cc		Poly ADP ribose polymerases LOF	-
1304	0	cc		PI3K Signaling LOF	-
1305	0	cc		Non Homologous End Joining LOF	-
1306	0	cc		Mitogen activated protein kinases LOF	-
1307	0	cc		Mitochondrial complex IV LOF	-
1308	0	cc		Lysine acetyltransferases LOF	-
1309	0	cc		Kruppel like transcription factors LOF	-
1310	0	cc		Integrin subunits beta LOF	-
1311	0	cc		Integrin subunits alpha LOF	-
1312	0	cc		IL4 Pathway LOF	-
1313	0	cc		HOXL subclass homeoboxes LOF	-
1314	0	cc		Histone deacetylases LOF	-
1315	0	cc		Heat shock 70kDa proteins LOF	-
1316	0	cc		EMSY complex LOF	-
1317	0	cc		EIF Proteins LOF	-
1318	0	cc		Canonical high mobility group proteins LOF	-
1319	0	cc		C2 domain containing protein kinases LOF	-
1320	0	cc		BMP Signaling LOF	-
1321	0	cc		Aminoacyl tRNA synthetases class II LOF	-
1322	0	cc		Akt Signaling LOF	-
1323	0	cc		Kinase anchoring proteins LOF	-
1324	0	cc		Tricyclic antidepressant	-
1325	0	cc		T-type calcium channel blocker	-
1326	0	cc		Ribonucleotide reductase inhibitor	-
1327	0	cc		PPAR receptor agonist	-
1328	0	cc		Potassium channel activator	-
1329	0	cc		PKA inhibitor	-
1330	0	cc		P38 MAPK inhibitor	-
1331	0	cc		JAK inhibitor	-
1332	0	cc		HIF activator	-
1333	0	cc		Estrogen receptor agonist	-
1334	0	cc		Calmodulin antagonist	-
1335	0	cc		Benzodiazepine receptor agonist	-
1336	0	cc		Bacterial 30S ribosomal subunit inhibitor	-
1337	0	cc		Aurora kinase inhibitor	-
1338	0	cc		ATPase inhibitor	-
1339	0	kd	CGS001-7518	XRCC4	XRCC DNA Repair
1340	0	kd	CGS001-221692	PHACTR1	Phosphatase and actin regulators
1341	0	kd	CGS001-1028	CDKN1C	-
1342	0	kd	CGS001-890	CCNA2	-
1343	0	cp	BRD-K10466330	AVA	Nucleophosmin inhibitor
1344	0	cp	BRD-K75295174	alisertib	Aurora kinase inhibitor
1345	0	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
1346	0	cp	BRD-K53665955	MK-5108	Aurora kinase inhibitor
1347	0	cp	BRD-K24576554	AT-9283	JAK inhibitor
1348	0	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
1349	0	cp	BRD-A74907996	equol	Estrogen receptor agonist
1350	0	cp	BRD-A60070924	alpha-estradiol	Estrogen receptor agonist
1351	0	cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor
1352	0	oe	ccsbBroad304_07211	ZRSR2	RNA binding motif (RRM) containing
1353	0	oe	ccsbBroad304_02140	ZNHIT3	Zinc fingers, HIT-type
1354	0	oe	ccsbBroad304_03623	ZNF692	Zinc fingers, C2H2-type
1355	0	oe	ccsbBroad304_05394	ZNF621	Zinc fingers, C2H2-type
1356	0	oe	ccsbBroad304_05006	ZNF583	Zinc fingers, C2H2-type
1357	0	oe	ccsbBroad304_05005	ZNF582	Zinc fingers, C2H2-type
1358	0	oe	ccsbBroad304_04801	ZNF543	Zinc fingers, C2H2-type
1359	0	oe	ccsbBroad304_10026	ZNF517	Zinc fingers, C2H2-type
1360	0	oe	ccsbBroad304_04567	ZNF300	Zinc fingers, C2H2-type
1361	0	oe	ccsbBroad304_07140	XPC	-
1362	0	oe	ccsbBroad304_07136	WNT9A	Wingless-type MMTV integration sites
1363	0	oe	ccsbBroad304_07135	WNT10B	Wingless-type MMTV integration sites
1364	0	oe	ccsbBroad304_01777	WNT1	Endogenous ligands
1365	0	oe	ccsbBroad304_09993	VN1R4	GPCR / Unclassified : Vomeronasal receptors, type 1
1366	0	oe	ccsbBroad304_07129	VIPR1	GPCR / Class B : VIP and PACAP (ADCYAP1) receptors
1367	0	oe	ccsbBroad304_11796	ULK3	Unc-51-like kinase (ULK) family
1368	0	oe	ccsbBroad304_08394	UGT1A6	UDP glucuronosyltransferases
1369	0	oe	ccsbBroad304_01754	UCK2	-
1370	0	oe	ccsbBroad304_03264	UBAP1	-
1371	0	oe	ccsbBroad304_02487	TXNIP	-
1372	0	oe	ccsbBroad304_05183	TXLNA	-
1373	0	oe	ccsbBroad304_01716	TSN	-
1374	0	oe	ccsbBroad304_07101	TSC2	-
1375	0	oe	ccsbBroad304_07569	TRIB1	Trbl family
1376	0	oe	ccsbBroad304_07091	TPM1	Tropomyosins
1377	0	oe	ccsbBroad304_01666	TGFBR1	Type I receptor serine/threonine kinases
1378	0	oe	ccsbBroad304_04086	TCTN1	Tectonic proteins
1379	0	oe	ccsbBroad304_01650	TCEA1	General transcription factors
1380	0	oe	ccsbBroad304_07204	TAF15	RNA binding motif (RRM) containing
1381	0	oe	ccsbBroad304_14047	TACC3	-
1382	0	oe	ccsbBroad304_03858	SRPRB	-
1383	0	oe	ccsbBroad304_04257	SPRY4	-
1384	0	oe	ccsbBroad304_07875	SPECC1L	-
1385	0	oe	ccsbBroad304_06982	SNRNP70	RNA binding motif (RRM) containing
1386	0	oe	ccsbBroad304_08386	SMOX	-
1387	0	oe	ccsbBroad304_01556	SMARCB1	-
1388	0	oe	ccsbBroad304_01540	SLC2A1	Solute carriers
1389	0	oe	ccsbBroad304_08805	SLC22A23	Orphan or poorly characterized SLC22 family members
1390	0	oe	ccsbBroad304_07322	SGPL1	Sphingosine 1-phosphate lyase
1391	0	oe	ccsbBroad304_06934	SFPQ	RNA binding motif (RRM) containing
1392	0	oe	ccsbBroad304_04227	SETD7	Histone methyltransferases (HMTs)
1393	0	oe	ccsbBroad304_04490	RSPH1	-
1394	0	oe	ccsbBroad304_06897	RPS6KB2	p70 subfamily
1395	0	oe	ccsbBroad304_01418	RPL7	L ribosomal proteins
1396	0	oe	ccsbBroad304_01425	RPL22	L ribosomal proteins
1397	0	oe	ccsbBroad304_08585	RIOK2	RIO2 subfamily
1398	0	oe	ccsbBroad304_03940	RFWD2	RING-type (C3HC4) zinc fingers
1399	0	oe	ccsbBroad304_01388	RELB	NFkappaB transcription factor family
1400	0	oe	ccsbBroad304_04544	RCCD1	-
1401	0	oe	ccsbBroad304_03917	RBKS	-
1402	0	oe	ccsbBroad304_01377	RARG	Retinoic acid receptors
1403	0	oe	ccsbBroad304_01371	RALA	-
1404	0	oe	ccsbBroad304_04261	RAB1B	RAB, member RAS oncogene
1405	0	oe	ccsbBroad304_02115	PTTG1	-
1406	0	oe	ccsbBroad304_01312	PSMB8	Proteasome (prosome, macropain) subunits
1407	0	oe	ccsbBroad304_01281	PRKCA	Delta subfamily
1408	0	oe	ccsbBroad304_06773	PRKAR2B	Protein kinase A
1409	0	oe	ccsbBroad304_01276	PRKAB1	AMPK subfamily
1410	0	oe	ccsbBroad304_01658	PRDX2	-
1411	0	oe	ccsbBroad304_00163	PRDM1	Zinc fingers, C2H2-type
1412	0	oe	ccsbBroad304_02653	PRAF2	-
1413	0	oe	ccsbBroad304_02306	PQBP1	-
1414	0	oe	ccsbBroad304_01268	PPP3CB	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
1415	0	oe	ccsbBroad304_06753	POU5F1	Homeoboxes / POU class
1416	0	oe	ccsbBroad304_06748	POLE2	DNA polymerases
1417	0	oe	ccsbBroad304_06745	PNN	-
1418	0	oe	ccsbBroad304_09708	PNLDC1	-
1419	0	oe	ccsbBroad304_06739	PLOD1	-
1420	0	oe	ccsbBroad304_01216	PLD1	Phosphatidylcholine-specific phospholipase D
1421	0	oe	ccsbBroad304_01203	PIM1	PIM family
1422	0	oe	ccsbBroad304_06711	PFAS	-
1423	0	oe	ccsbBroad304_03707	PCDHA10	Cadherins / Protocadherins : Clustered
1424	0	oe	ccsbBroad304_04216	PBX4	Homeoboxes / TALE class
1425	0	oe	ccsbBroad304_05135	PARP15	-
1426	0	oe	ccsbBroad304_08873	P2RY12	GPCR / Class A : Purinergic receptors, P2Y
1427	0	oe	ccsbBroad304_06679	OXTR	GPCR / Class A : Vasopressin and oxytocin receptors
1428	0	oe	ccsbBroad304_05309	OR52B2	GPCR / Class A : Olfactory receptors
1429	0	oe	ccsbBroad304_06663	OAS1	-
1430	0	oe	ccsbBroad304_05439	O3FAR1	-
1431	0	oe	ccsbBroad304_01114	NUP88	-
1432	0	oe	ccsbBroad304_00736	NRG1	Immunoglobulin superfamily / I-set domain containing
1433	0	oe	ccsbBroad304_03112	NENF	-
1434	0	oe	ccsbBroad304_06621	NDUFA8	Mitochondrial respiratory chain complex / Complex I
1435	0	oe	ccsbBroad304_01066	NDUFA4	-
1436	0	oe	ccsbBroad304_01010	MGST2	Glutathione S-transferases / Microsomal
1437	0	oe	ccsbBroad304_07381	MAPKAPK2	MAPKAPK subfamily
1438	0	oe	ccsbBroad304_03340	LSR	Immunoglobulin superfamily / Immunoglobulin-like domain containing
1439	0	oe	ccsbBroad304_00949	LRPAP1	-
1440	0	oe	ccsbBroad304_02336	LPAR6	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
1441	0	oe	ccsbBroad304_06523	LIG1	-
1442	0	oe	ccsbBroad304_07727	LIAS	-
1443	0	oe	ccsbBroad304_06521	LGALS3	Endogenous ligands
1444	0	oe	ccsbBroad304_00937	LGALS2	Lectins, galactoside-binding
1445	0	oe	ccsbBroad304_03934	LEPRE1	-
1446	0	oe	ccsbBroad304_00931	LCN2	Lipocalins
1447	0	oe	ccsbBroad304_03323	LARS	Aminoacyl tRNA synthetases / Class I
1448	0	oe	ccsbBroad304_08613	KLHL9	BTB/POZ domain containing
1449	0	oe	ccsbBroad304_01008	KITLG	-
1450	0	oe	ccsbBroad304_04405	KISS1R	GPCR / Class A : RF amide peptide receptors
1451	0	oe	ccsbBroad304_00903	KCNQ1	Voltage-gated potassium channels
1452	0	oe	ccsbBroad304_00899	KCNK2	Two-P potassium channels
1453	0	oe	ccsbBroad304_02459	KAT5	Histone acetyltransferases (HATs)
1454	0	oe	ccsbBroad304_00851	IL6R	IL-6 receptor family
1455	0	oe	ccsbBroad304_03147	IL20	Interleukins and interleukin receptors
1456	0	oe	ccsbBroad304_02218	IKBKE	IKK family
1457	0	oe	ccsbBroad304_02772	ICMT	-
1458	0	oe	ccsbBroad304_06420	ICAM3	CD molecules
1459	0	oe	ccsbBroad304_04613	HSPB9	Heat shock proteins / HSPB
1460	0	oe	ccsbBroad304_00781	HPD	Oxidoreductases
1461	0	oe	ccsbBroad304_00772	HOXA6	Homeoboxes / ANTP class : HOXL subclass
1462	0	oe	ccsbBroad304_00763	HNF4A	Hepatocyte nuclear factor-4 receptors
1463	0	oe	ccsbBroad304_00752	HMGB3	High-mobility group / Canonical
1464	0	oe	ccsbBroad304_01894	HIST1H2AC	Histones / Replication-dependent
1465	0	oe	ccsbBroad304_00707	GTF2E2	General transcription factors
1466	0	oe	ccsbBroad304_06329	GRPR	GPCR / Class A : Bombesin receptors
1467	0	oe	ccsbBroad304_07699	GPR83	GPCR / Class A : Orphans
1468	0	oe	ccsbBroad304_02981	GPR160	GPCR / Class A : Orphans
1469	0	oe	ccsbBroad304_10047	GPR148	GPCR / Class A : Orphans
1470	0	oe	ccsbBroad304_05527	GPR141	GPCR / Class A : Orphans
1471	0	oe	ccsbBroad304_04780	GPR139	GPCR / Class A : Orphans
1472	0	oe	ccsbBroad304_04619	GNG8	-
1473	0	oe	ccsbBroad304_00651	GNAI3	-
1474	0	oe	ccsbBroad304_06282	GLDC	-
1475	0	oe	ccsbBroad304_00614	GAMT	-
1476	0	oe	ccsbBroad304_06237	GAA	Glycosidases
1477	0	oe	ccsbBroad304_06234	G6PC	-
1478	0	oe	ccsbBroad304_03659	FOXJ2	Forkhead boxes
1479	0	oe	ccsbBroad304_00587	FOSL2	basic leucine zipper proteins
1480	0	oe	ccsbBroad304_00580	FLT1	Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family
1481	0	oe	ccsbBroad304_06320	FFAR1	Fatty acid receptors
1482	0	oe	ccsbBroad304_07843	FCHO1	-
1483	0	oe	ccsbBroad304_00088	FASLG	Tumour necrosis factor (TNF) receptor family
1484	0	oe	ccsbBroad304_00520	ETV1	ETS Transcription Factors
1485	0	oe	ccsbBroad304_00519	ETFB	-
1486	0	oe	ccsbBroad304_03378	ERAP1	Aminopeptidase N
1487	0	oe	ccsbBroad304_00512	EPO	Endogenous ligands
1488	0	oe	ccsbBroad304_04038	ELOVL6	-
1489	0	oe	ccsbBroad304_04194	ELL3	-
1490	0	oe	ccsbBroad304_05420	EIF4E3	Translation Initiation Factor 4E
1491	0	oe	ccsbBroad304_08023	EIF2C1	-
1492	0	oe	ccsbBroad304_01292	EIF2AK2	Other PEK family kinases
1493	0	oe	ccsbBroad304_00487	EGR1	Zinc fingers, C2H2-type
1494	0	oe	ccsbBroad304_06144	EFNB3	Ephrins
1495	0	oe	ccsbBroad304_00486	EFNB2	Ephrins
1496	0	oe	ccsbBroad304_09177	EFCAB2	EF-hand domain containing
1497	0	oe	ccsbBroad304_01929	DYRK2	Dyrk2 subfamily
1498	0	oe	ccsbBroad304_05390	DUSP28	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
1499	0	oe	ccsbBroad304_00464	DTNA	-
1500	0	oe	ccsbBroad304_06120	DRD1	Dopamine receptors
1501	0	oe	ccsbBroad304_02759	DICER1	-
1502	0	oe	ccsbBroad304_07252	DGKZ	-
1503	0	oe	ccsbBroad304_00433	DECR1	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
