Rank	Score	Type	ID	Name	Description
2427	0	oe	ccsbBroad304_02128	GPR55	GPCR / Class A : Orphans
2428	0	oe	ccsbBroad304_00678	GPR37	GPCR / Class A : Orphans
2429	0	oe	ccsbBroad304_06319	GPR35	GPCR / Class A : Orphans
2430	0	oe	ccsbBroad304_04082	SLC52A2	SLC52 family of riboflavin transporters
2431	0	oe	ccsbBroad304_02766	GPR161	GPCR / Class A : Orphans
2432	0	oe	ccsbBroad304_09761	GPR156	GPCR / Class C : Orphans
2433	0	oe	ccsbBroad304_05612	GPR152	GPCR / Class A : Orphans
2434	0	oe	ccsbBroad304_04678	GPR146	GPCR / Class A : Orphans
2435	0	oe	ccsbBroad304_09233	GPR128	Adhesion Class GPCRs
2436	0	oe	ccsbBroad304_05253	GPR114	Adhesion Class GPCRs
2437	0	oe	ccsbBroad304_06318	GPER	-
2438	0	oe	ccsbBroad304_06301	GOT2	-
2439	0	oe	ccsbBroad304_00665	GOT1	-
2440	0	oe	ccsbBroad304_02287	GNPDA1	-
2441	0	oe	ccsbBroad304_00661	GNGT2	-
2442	0	oe	ccsbBroad304_00658	GNG5	-
2443	0	oe	ccsbBroad304_02505	GNB5	WD repeat domain containing
2444	0	oe	ccsbBroad304_00655	GNB2	WD repeat domain containing
2445	0	oe	ccsbBroad304_03439	GNB1L	WD repeat domain containing
2446	0	oe	ccsbBroad304_00654	GNB1	WD repeat domain containing
2447	0	oe	ccsbBroad304_06294	GNAZ	-
2448	0	oe	ccsbBroad304_00652	GNAS	-
2449	0	oe	ccsbBroad304_06292	GNAI2	-
2450	0	oe	ccsbBroad304_06291	GNAI1	-
2451	0	oe	ccsbBroad304_02502	GNA13	-
2452	0	oe	ccsbBroad304_03268	GMPR2	-
2453	0	oe	ccsbBroad304_03186	GMNN	-
2454	0	oe	ccsbBroad304_02509	GMEB1	-
2455	0	oe	ccsbBroad304_06288	GMDS	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
2456	0	oe	ccsbBroad304_06287	GM2A	-
2457	0	oe	ccsbBroad304_06286	GLUL	-
2458	0	oe	ccsbBroad304_03182	GLOD4	-
2459	0	oe	ccsbBroad304_06278	GK	Glycerol kinases
2460	0	oe	ccsbBroad304_06274	GJA1	Ion channels / Gap junction proteins (connexins)
2461	0	oe	ccsbBroad304_02168	GGPS1	Lanosterol biosynthesis pathway
2462	0	oe	ccsbBroad304_02029	GGH	Gamma-glutamyl hydrolase
2463	0	oe	ccsbBroad304_00632	GGCX	Carboxylases
2464	0	oe	ccsbBroad304_07834	GGA2	-
2465	0	oe	ccsbBroad304_07515	GFPT2	-
2466	0	oe	ccsbBroad304_03415	GFOD1	-
2467	0	oe	ccsbBroad304_14291	GDPD5	-
2468	0	oe	ccsbBroad304_00626	GDI1	-
2469	0	oe	ccsbBroad304_00645	GCLM	-
2470	0	oe	ccsbBroad304_00624	GCK	Hexokinases
2471	0	oe	ccsbBroad304_00620	GCDH	-
2472	0	oe	ccsbBroad304_07887	GCAT	-
2473	0	oe	ccsbBroad304_07945	GCA	EF-hand domain containing
2474	0	oe	ccsbBroad304_06264	GBP2	-
2475	0	oe	ccsbBroad304_03822	GATAD2B	GATA zinc finger domain containing
2476	0	oe	ccsbBroad304_06260	GATA3	GATA zinc finger domain containing
2477	0	oe	ccsbBroad304_01948	GAS7	-
2478	0	oe	ccsbBroad304_00615	GAPDH	-
2479	0	oe	ccsbBroad304_06253	GALT	-
2480	0	oe	ccsbBroad304_00612	GALNS	Arylsulfatase family
2481	0	oe	ccsbBroad304_00611	GALE	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
2482	0	oe	ccsbBroad304_00430	GADD45A	-
2483	0	oe	ccsbBroad304_06235	G6PD	-
2484	0	oe	ccsbBroad304_02268	G3BP2	RNA binding motif (RRM) containing
2485	0	oe	ccsbBroad304_02330	G3BP1	RNA binding motif (RRM) containing
2486	0	oe	ccsbBroad304_01890	FZD7	GPCR / Class F : Frizzled receptors
2487	0	oe	ccsbBroad304_01889	FZD4	GPCR / Class F : Frizzled receptors
2488	0	oe	ccsbBroad304_00600	FYN	Src family
2489	0	oe	ccsbBroad304_00125	FXYD2	Ion transport regulator
2490	0	oe	ccsbBroad304_06226	FTL	-
2491	0	oe	ccsbBroad304_05348	FOXR1	Forkhead boxes
2492	0	oe	ccsbBroad304_09429	FOXP4	Forkhead boxes
2493	0	oe	ccsbBroad304_03161	FOXP3	Forkhead boxes
2494	0	oe	ccsbBroad304_00762	FOXA3	Forkhead boxes
2495	0	oe	ccsbBroad304_01858	FOSL1	basic leucine zipper proteins
2496	0	oe	ccsbBroad304_06220	FOS	basic leucine zipper proteins
2497	0	oe	ccsbBroad304_00578	FLI1	ETS Transcription Factors
2498	0	oe	ccsbBroad304_00573	FKBP4	Tetratricopeptide (TTC) repeat domain containing
2499	0	oe	ccsbBroad304_00572	FKBP3	-
2500	0	oe	ccsbBroad304_03177	FIS1	-
2501	0	oe	ccsbBroad304_02094	FIBP	-
2502	0	oe	ccsbBroad304_00568	FHL2	-
2503	0	oe	ccsbBroad304_00563	FGG	Endogenous ligands
2504	0	oe	ccsbBroad304_03396	FGFRL1	Immunoglobulin superfamily / I-set domain containing
2505	0	oe	ccsbBroad304_07754	FGFR1OP	-
2506	0	oe	ccsbBroad304_00561	FGFR1	Type V RTKs: FGF (fibroblast growth factor) receptor family
2507	0	oe	ccsbBroad304_06209	FGF9	Endogenous ligands
2508	0	oe	ccsbBroad304_06206	FGA	Endogenous ligands
2509	0	oe	ccsbBroad304_02217	FEZ1	-
2510	0	oe	ccsbBroad304_00552	FEN1	-
2511	0	oe	ccsbBroad304_00550	FDXR	-
2512	0	oe	ccsbBroad304_06204	FDFT1	Lanosterol biosynthesis pathway
2513	0	oe	ccsbBroad304_06198	FCGR2A	CD molecules
2514	0	oe	ccsbBroad304_02746	FBXW11	F-boxes / WD-40 domains
2515	0	oe	ccsbBroad304_07941	FBXO7	F-boxes / other
2516	0	oe	ccsbBroad304_04189	FBXO11	Protein arginine N-methyltransferases
2517	0	oe	ccsbBroad304_04454	FBXL20	F-boxes / Leucine-rich repeats
2518	0	oe	ccsbBroad304_08418	FBXL12	F-boxes / Leucine-rich repeats
2519	0	oe	ccsbBroad304_00087	FAS	Tumour necrosis factor (TNF) receptor family
2520	0	oe	ccsbBroad304_00539	FANCG	Fanconi anemia, complementation groups
2521	0	oe	ccsbBroad304_02438	FAM3C	-
2522	0	oe	ccsbBroad304_02270	FAM20B	-
2523	0	oe	ccsbBroad304_07688	FAM114A2	-
2524	0	oe	ccsbBroad304_06528	FADS3	Fatty acid desaturases
2525	0	oe	ccsbBroad304_00533	FABP4	Fatty acid binding protein family
2526	0	oe	ccsbBroad304_00534	FABP1	Fatty acid-binding proteins
2527	0	oe	ccsbBroad304_00529	F3	CD molecules
2528	0	oe	ccsbBroad304_00527	F2RL1	GPCR / Class A : Protease activated receptors
2529	0	oe	ccsbBroad304_06186	F2R	Protease activated receptors
2530	0	oe	ccsbBroad304_00532	F11	Chymotrypsin
2531	0	oe	ccsbBroad304_00526	EZH2	Chromatin-modifying enzymes / K-methyltransferases
2532	0	oe	ccsbBroad304_06185	EYA1	Protein tyrosine phosphatases / Asp-based PTPs
2533	0	oe	ccsbBroad304_00523	EXT1	Exostosin glycosyltransferase family
2534	0	oe	ccsbBroad304_07800	EXOSC8	-
2535	0	oe	ccsbBroad304_08392	EXOC6	-
2536	0	oe	ccsbBroad304_03652	EXOC2	-
2537	0	oe	ccsbBroad304_06183	EWSR1	RNA binding motif (RRM) containing
2538	0	oe	ccsbBroad304_03311	EVL	-
2539	0	oe	ccsbBroad304_00521	ETV5	ETS Transcription Factors
2540	0	oe	ccsbBroad304_10428	ETS2	ETS Transcription Factors
2541	0	oe	ccsbBroad304_06180	ESD	-
2542	0	oe	ccsbBroad304_03129	ERO1L	-
2543	0	oe	ccsbBroad304_00515	ERH	-
2544	0	oe	ccsbBroad304_03266	ERGIC2	-
2545	0	oe	ccsbBroad304_06179	ERG	ETS Transcription Factors
2546	0	oe	ccsbBroad304_00514	ERF	ETS Transcription Factors
2547	0	oe	ccsbBroad304_06178	ERCC5	-
2548	0	oe	ccsbBroad304_00513	ERCC3	General transcription factors
2549	0	oe	ccsbBroad304_06172	EPS8	-
2550	0	oe	ccsbBroad304_00501	EMD	-
2551	0	oe	ccsbBroad304_00499	ELK3	ETS Transcription Factors
2552	0	oe	ccsbBroad304_00498	ELK1	ETS Transcription Factors
2553	0	oe	ccsbBroad304_00496	ELF4	ETS Transcription Factors
2554	0	oe	ccsbBroad304_08802	ELAC2	-
2555	0	oe	ccsbBroad304_00492	EIF5A	-
2556	0	oe	ccsbBroad304_01976	EIF4EBP3	-
2557	0	oe	ccsbBroad304_00491	EIF4EBP2	-
2558	0	oe	ccsbBroad304_00490	EIF4EBP1	-
2559	0	oe	ccsbBroad304_06150	EIF4E	Translation Initiation Factor 4E
2560	0	oe	ccsbBroad304_01985	EIF3H	-
2561	0	oe	ccsbBroad304_01984	EIF3G	RNA binding motif (RRM) containing
2562	0	oe	ccsbBroad304_02044	EIF2S2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
2563	0	oe	ccsbBroad304_07326	EIF2B2	-
2564	0	oe	ccsbBroad304_08054	EIF2AK1	Other PEK family kinases
2565	0	oe	ccsbBroad304_02386	EIF1B	-
2566	0	oe	ccsbBroad304_00489	EHHADH	-
2567	0	oe	ccsbBroad304_02956	EHF	-
2568	0	oe	ccsbBroad304_04626	EGLN3	-
2569	0	oe	ccsbBroad304_06140	EEF1D	-
2570	0	oe	ccsbBroad304_03271	ECSIT	Mitochondrial respiratory chain complex assembly factors
2571	0	oe	ccsbBroad304_06136	ECHS1	-
2572	0	oe	ccsbBroad304_06134	ECH1	-
2573	0	oe	ccsbBroad304_02671	ECD	-
2574	0	oe	ccsbBroad304_02578	EBNA1BP2	-
2575	0	oe	ccsbBroad304_00472	EBF1	-
2576	0	oe	ccsbBroad304_08596	EAPP	-
2577	0	oe	ccsbBroad304_08952	E2F8	-
2578	0	oe	ccsbBroad304_00471	E2F6	-
2579	0	oe	ccsbBroad304_07240	DYRK3	Dyrk2 subfamily
2580	0	oe	ccsbBroad304_01655	DYNLT3	Cytoplasmic dyneins
2581	0	oe	ccsbBroad304_04947	DYNLL2	Cytoplasmic dyneins
2582	0	oe	ccsbBroad304_01981	DYNLL1	Cytoplasmic dyneins
2583	0	oe	ccsbBroad304_00470	DVL2	Dishevelled homologs
2584	0	oe	ccsbBroad304_06131	DUSP6	Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
2585	0	oe	ccsbBroad304_06130	DUSP4	Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
2586	0	oe	ccsbBroad304_02612	DUSP14	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
2587	0	oe	ccsbBroad304_03113	DSE	-
2588	0	oe	ccsbBroad304_00459	DPYD	-
2589	0	oe	ccsbBroad304_08167	DNTTIP2	-
2590	0	oe	ccsbBroad304_02298	DNM1L	-
2591	0	oe	ccsbBroad304_08113	DNAJC15	Heat shock proteins / DNAJ (HSP40)
2592	0	oe	ccsbBroad304_00990	DNAJB9	Heat shock proteins / DNAJ (HSP40)
2593	0	oe	ccsbBroad304_02297	DNAJB6	Heat shock proteins / DNAJ (HSP40)
2594	0	oe	ccsbBroad304_00796	DNAJB2	Heat shock proteins / DNAJ (HSP40)
2595	0	oe	ccsbBroad304_07358	DNAJA3	Heat shock proteins / DNAJ (HSP40)
2596	0	oe	ccsbBroad304_06103	DMD	-
2597	0	oe	ccsbBroad304_02243	DLGAP5	-
2598	0	oe	ccsbBroad304_00447	DLD	-
2599	0	oe	ccsbBroad304_07596	DLC1	Rho GTPase activating proteins
2600	0	oe	ccsbBroad304_02618	DIDO1	Zinc fingers, PHD-type
2601	0	oe	ccsbBroad304_10427	DHX8	DEAH-boxes
2602	0	oe	ccsbBroad304_08389	DHX29	DEAH-boxes
2603	0	oe	ccsbBroad304_03351	DHRS7	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
2604	0	oe	ccsbBroad304_07379	DHRS3	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3
2605	0	oe	ccsbBroad304_02351	DHRS2	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
2606	0	oe	ccsbBroad304_00443	DHFR	Oxidoreductases
2607	0	oe	ccsbBroad304_06098	DHCR24	-
2608	0	oe	ccsbBroad304_06081	DGKA	EF-hand domain containing
2609	0	oe	ccsbBroad304_01872	DGCR14	-
2610	0	oe	ccsbBroad304_06094	DFFA	-
2611	0	oe	ccsbBroad304_04053	DERL1	-
2612	0	oe	ccsbBroad304_04154	DENND2D	DENN/MADD domain containing
2613	0	oe	ccsbBroad304_03437	DDX49	DEAD-boxes
2614	0	oe	ccsbBroad304_05923	DDR1	Type XVI RTKs: DDR (collagen receptor) family
2615	0	oe	ccsbBroad304_06087	DDB2	WD repeat domain containing
2616	0	oe	ccsbBroad304_07906	DDAH2	Dimethylarginine dimethylaminohydrolases
2617	0	oe	ccsbBroad304_02501	DCTN6	-
2618	0	oe	ccsbBroad304_08093	DCPS	-
2619	0	oe	ccsbBroad304_03980	DCLRE1B	-
2620	0	oe	ccsbBroad304_00424	DBI	-
2621	0	oe	ccsbBroad304_00423	DAXX	-
2622	0	oe	ccsbBroad304_00422	DARS	Aminoacyl tRNA synthetases / Class II
2623	0	oe	ccsbBroad304_00420	DAP	-
2624	0	oe	ccsbBroad304_00415	CYP24A1	Cytochrome P450s
2625	0	oe	ccsbBroad304_08724	CYP20A1	Cytochrome P450s
2626	0	oe	ccsbBroad304_08365	CYCS	-
2627	0	oe	ccsbBroad304_06070	CYC1	Mitochondrial respiratory chain complex / Complex III
2628	0	oe	ccsbBroad304_00401	CYB5A	Cytochrome b genes
2629	0	oe	ccsbBroad304_00402	CYB561	Cytochrome b genes
2630	0	oe	ccsbBroad304_08684	CXCR7	-
2631	0	oe	ccsbBroad304_00856	CXCR2	Chemokine receptors
2632	0	oe	ccsbBroad304_00696	CXCL2	Endogenous ligands
2633	0	oe	ccsbBroad304_06068	CXADR	Immunoglobulin superfamily / Immunoglobulin-like domain containing
2634	0	oe	ccsbBroad304_06159	CTTN	-
2635	0	oe	ccsbBroad304_06066	CTSL1	-
2636	0	oe	ccsbBroad304_00397	CTSK	Cathepsins
2637	0	oe	ccsbBroad304_00394	CTSD	Cathepsins
2638	0	oe	ccsbBroad304_03769	CTNNBIP1	Catenins
2639	0	oe	ccsbBroad304_02499	CTCF	Zinc fingers, C2H2-type
2640	0	oe	ccsbBroad304_00389	CTBP1	-
2641	0	oe	ccsbBroad304_00379	CSNK1E	Casein kinase 1 (CK1) family
2642	0	oe	ccsbBroad304_09471	CSNK1A1L	Casein kinase 1 (CK1) family
2643	0	oe	ccsbBroad304_10240	CROT	-
2644	0	oe	ccsbBroad304_06038	CRK	SH2 domain containing
2645	0	oe	ccsbBroad304_05012	CREB3L4	basic leucine zipper proteins
2646	0	oe	ccsbBroad304_02455	CREB3	basic leucine zipper proteins
2647	0	oe	ccsbBroad304_00360	CREB1	basic leucine zipper proteins
2648	0	oe	ccsbBroad304_03023	CRCP	-
2649	0	oe	ccsbBroad304_06035	CRABP1	Fatty acid-binding proteins
2650	0	oe	ccsbBroad304_00359	CPT1A	-
2651	0	oe	ccsbBroad304_02551	CPSF4	-
2652	0	oe	ccsbBroad304_06028	CPE	Carboxypeptidase A
2653	0	oe	ccsbBroad304_06022	COX7B	Mitochondrial respiratory chain complex
2654	0	oe	ccsbBroad304_00350	COX5B	Mitochondrial respiratory chain complex
2655	0	oe	ccsbBroad304_00349	COX4I1	Mitochondrial respiratory chain complex
2656	0	oe	ccsbBroad304_07761	CORO1A	Coronins
2657	0	oe	ccsbBroad304_08346	COQ3	-
2658	0	oe	ccsbBroad304_02686	COPZ1	-
2659	0	oe	ccsbBroad304_02589	COPS5	-
2660	0	oe	ccsbBroad304_06018	COMT	Catecholamine turnover
2661	0	oe	ccsbBroad304_02683	COG2	Components of oligomeric golgi complex
2662	0	oe	ccsbBroad304_09035	COASY	-
2663	0	oe	ccsbBroad304_02510	CNPY3	Trinucleotide (CAG) repeat containing
2664	0	oe	ccsbBroad304_02143	CNOT8	-
2665	0	oe	ccsbBroad304_03097	CNOT7	-
2666	0	oe	ccsbBroad304_06648	CNOT3	-
2667	0	oe	ccsbBroad304_03647	CNDP2	Carnosine dipeptidase
2668	0	oe	ccsbBroad304_08339	CMPK1	-
2669	0	oe	ccsbBroad304_00329	CLTA	-
2670	0	oe	ccsbBroad304_06013	CLPTM1	-
2671	0	oe	ccsbBroad304_04240	CLPB	Ankyrin repeat domain containing
2672	0	oe	ccsbBroad304_02201	CLOCK	Histone acetyltransferases
2673	0	oe	ccsbBroad304_00328	CLK3	CDC-like kinases
2674	0	oe	ccsbBroad304_02887	CLIC4	Ion channels / Chloride channels : Intracellular
2675	0	oe	ccsbBroad304_00322	CLCN5	Ion channels / Chloride channels : Voltage-sensitive
2676	0	oe	ccsbBroad304_00316	CKS1B	-
2677	0	oe	ccsbBroad304_06004	CKB	-
2678	0	oe	ccsbBroad304_06007	CISH	SH2 domain containing
2679	0	oe	ccsbBroad304_03666	CISD1	CDGSH iron sulfur domain containing
2680	0	oe	ccsbBroad304_00312	CIRBP	RNA binding motif (RRM) containing
2681	0	oe	ccsbBroad304_03773	CIAPIN1	-
2682	0	oe	ccsbBroad304_00305	CHRM3	Cholinergic receptors
2683	0	oe	ccsbBroad304_03405	CHRAC1	-
2684	0	oe	ccsbBroad304_00303	CHN1	Rho GTPase activating proteins
2685	0	oe	ccsbBroad304_04095	CHMP6	Charged multivesicular body proteins
2686	0	oe	ccsbBroad304_03071	CHMP4A	Charged multivesicular body proteins
2687	0	oe	ccsbBroad304_14066	CHEK2	CHK1 subfamily
2688	0	oe	ccsbBroad304_04055	CHCHD7	Coiled-coil-helix-coiled-coil-helix domain containing
2689	0	oe	ccsbBroad304_01870	CHAF1B	WD repeat domain containing
2690	0	oe	ccsbBroad304_07667	CGRRF1	RING-type (C3HC4) zinc fingers
2691	0	oe	ccsbBroad304_05887	CFB	Complement system
2692	0	oe	ccsbBroad304_00294	CETN3	EF-hand domain containing
2693	0	oe	ccsbBroad304_08935	CERS4	Homeoboxes / CERS class
2694	0	oe	ccsbBroad304_09831	CERS3	Homeoboxes / CERS class
2695	0	oe	ccsbBroad304_03117	CERS2	Homeoboxes / CERS class
2696	0	oe	ccsbBroad304_07592	CEPT1	-
2697	0	oe	ccsbBroad304_03640	CEP72	-
2698	0	oe	ccsbBroad304_08481	CEP55	-
2699	0	oe	ccsbBroad304_00290	CEBPG	basic leucine zipper proteins
2700	0	oe	ccsbBroad304_05982	CDX2	Homeoboxes / ANTP class : HOXL subclass
2701	0	oe	ccsbBroad304_05981	CDO1	-
2702	0	oe	ccsbBroad304_00283	CDKN2C	Ankyrin repeat domain containing
2703	0	oe	ccsbBroad304_00282	CDKN1A	-
2704	0	oe	ccsbBroad304_14174	CDKAL1	-
2705	0	oe	ccsbBroad304_00281	CDK8	Cyclin-dependent kinases, CDK8 subfamily
2706	0	oe	ccsbBroad304_00280	CDK7	Cyclin-dependent kinases, CDK7 subfamily
2707	0	oe	ccsbBroad304_00277	CDK4	Cyclin-dependent kinases, CDK4 subfamily
2708	0	oe	ccsbBroad304_00276	CDK2	Cyclin-dependent kinases, CDK1 subfamily
2709	0	oe	ccsbBroad304_01155	CDK16	Cyclin-dependent kinases, TAIRE subfamily
2710	0	oe	ccsbBroad304_01955	CDK10	Cyclin-dependent kinases, CDK10 subfamily
2711	0	oe	ccsbBroad304_00270	CDK1	Cyclin-dependent kinases, CDK1 subfamily
2712	0	oe	ccsbBroad304_02425	CDIPT	-
2713	0	oe	ccsbBroad304_03533	CDCA8	-
2714	0	oe	ccsbBroad304_07219	CDC7	CDC7 family
2715	0	oe	ccsbBroad304_07220	CDC45	-
2716	0	oe	ccsbBroad304_03746	CDC42SE1	-
2717	0	oe	ccsbBroad304_05972	CDC25C	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
2718	0	oe	ccsbBroad304_00272	CDC25A	Protein tyrosine phosphatases / Class III Cys-based PTPs
2719	0	oe	ccsbBroad304_05970	CDC20	WD repeat domain containing
2720	0	oe	ccsbBroad304_02133	CD83	CD molecules
2721	0	oe	ccsbBroad304_00268	CD81	CD molecules
2722	0	oe	ccsbBroad304_00418	CD55	CD molecules
2723	0	oe	ccsbBroad304_05963	CD44	CD molecules
2724	0	oe	ccsbBroad304_03269	CD320	CD molecules
2725	0	oe	ccsbBroad304_02423	CD2BP2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
2726	0	oe	ccsbBroad304_05745	CD24	CD molecules
2727	0	oe	ccsbBroad304_00250	CD19	CD molecules
2728	0	oe	ccsbBroad304_02862	CCRN4L	-
2729	0	oe	ccsbBroad304_07478	CCP110	-
2730	0	oe	ccsbBroad304_00240	CCNH	General transcription factor IIH complex subunits
2731	0	oe	ccsbBroad304_00237	CCND3	-
2732	0	oe	ccsbBroad304_05948	CCND2	-
2733	0	oe	ccsbBroad304_00155	CCND1	-
2734	0	oe	ccsbBroad304_05947	CCNC	-
2735	0	oe	ccsbBroad304_01495	CCL2	Chemokine ligands
2736	0	oe	ccsbBroad304_04190	CCDC92	-
2737	0	oe	ccsbBroad304_05944	CCBL1	Hydrogen sulphide synthesis
2738	0	oe	ccsbBroad304_07890	CBX7	-
2739	0	oe	ccsbBroad304_05942	CBS	Hydrogen sulphide synthesis
2740	0	oe	ccsbBroad304_05941	CBR3	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
2741	0	oe	ccsbBroad304_00233	CBR1	Prostaglandin synthases
2742	0	oe	ccsbBroad304_07918	CBLC	RING-type (C3HC4) zinc fingers
2743	0	oe	ccsbBroad304_05939	CBLB	RING-type (C3HC4) zinc fingers
2744	0	oe	ccsbBroad304_00231	CBFB	-
2745	0	oe	ccsbBroad304_00226	CAV1	-
2746	0	oe	ccsbBroad304_00225	CAT	-
2747	0	oe	ccsbBroad304_00223	CASP9	Caspases
2748	0	oe	ccsbBroad304_00222	CASP6	Caspases
2749	0	oe	ccsbBroad304_00221	CASP3	Caspases
2750	0	oe	ccsbBroad304_05936	CASP2	Caspases
2751	0	oe	ccsbBroad304_01960	CASK	CASK family
2752	0	oe	ccsbBroad304_00219	CARS	Aminoacyl tRNA synthetases / Class I
2753	0	oe	ccsbBroad304_00214	CAPN1	EF-hand domain containing
2754	0	oe	ccsbBroad304_04786	CANT1	-
2755	0	oe	ccsbBroad304_00212	CAMLG	-
2756	0	oe	ccsbBroad304_05930	CAMK2D	CAMK2 family
2757	0	oe	ccsbBroad304_01949	CAMK1	CAMK1 family
2758	0	oe	ccsbBroad304_00211	CALU	EF-hand domain containing
2759	0	oe	ccsbBroad304_00210	CALR	-
2760	0	oe	ccsbBroad304_13822	CALM3	EF-hand domain containing
2761	0	oe	ccsbBroad304_00207	CALM2	EF-hand domain containing
2762	0	oe	ccsbBroad304_02367	CALCOCO2	-
2763	0	oe	ccsbBroad304_04471	C5ORF62	-
2764	0	oe	ccsbBroad304_03080	C16ORF80	-
2765	0	oe	ccsbBroad304_03119	C16ORF5	-
2766	0	oe	ccsbBroad304_05907	BUB1B	Bub family
2767	0	oe	ccsbBroad304_02569	BTG3	-
2768	0	oe	ccsbBroad304_00179	BTG1	-
2769	0	oe	ccsbBroad304_03573	BRF2	-
2770	0	oe	ccsbBroad304_03179	BOLA1	-
2771	0	oe	ccsbBroad304_00171	BNIP3L	-
2772	0	oe	ccsbBroad304_00170	BNIP1	-
2773	0	oe	ccsbBroad304_05899	BMP4	Bone morphogenetic proteins
2774	0	oe	ccsbBroad304_00165	BMI1	Polycomb group ring fingers
2775	0	oe	ccsbBroad304_01951	BLZF1	-
2776	0	oe	ccsbBroad304_00164	BLMH	-
2777	0	oe	ccsbBroad304_02553	BLCAP	-
2778	0	oe	ccsbBroad304_05836	BIRC5	Inhibitors of apoptosis (IAP) protein family
2779	0	oe	ccsbBroad304_00078	BIRC2	Inhibitors of apoptosis (IAP) protein family
2780	0	oe	ccsbBroad304_00162	BIK	-
2781	0	oe	ccsbBroad304_00161	BID	Endogenous ligands
2782	0	oe	ccsbBroad304_05890	BHMT	-
2783	0	oe	ccsbBroad304_09910	BCL6B	BTB/POZ domain containing
2784	0	oe	ccsbBroad304_05881	BCL2L2	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
2785	0	oe	ccsbBroad304_02292	BCL2L11	-
2786	0	oe	ccsbBroad304_00156	BCL2L1	Serine/threonine phosphatases / Protein phosphatase 1, regulatory subunits
2787	0	oe	ccsbBroad304_02391	BCKDK	Pyruvate dehydrogenase kinase (PDHK) family
2788	0	oe	ccsbBroad304_08645	BCCIP	-
2789	0	oe	ccsbBroad304_00150	BAX	-
2790	0	oe	ccsbBroad304_03599	BATF3	basic leucine zipper proteins
2791	0	oe	ccsbBroad304_02857	BAMBI	-
2792	0	oe	ccsbBroad304_00147	BAG1	-
2793	0	oe	ccsbBroad304_00146	BAD	-
2794	0	oe	ccsbBroad304_00145	BACH1	BTB/POZ domain containing
2795	0	oe	ccsbBroad304_01992	B4GALT3	Beta 4-glycosyltransferases
2796	0	oe	ccsbBroad304_02604	B3GNT1	-
2797	0	oe	ccsbBroad304_02934	B3GAT3	Beta-1,3-glucuronyltransferases
2798	0	oe	ccsbBroad304_05876	AZGP1	Immunoglobulin superfamily / C1-set domain containing
2799	0	oe	ccsbBroad304_02131	ATP6V1F	ATPases / V-type
2800	0	oe	ccsbBroad304_08282	ATP6V1D	ATPases / V-type
2801	0	oe	ccsbBroad304_00135	ATP6V0C	ATPases / V-type
2802	0	oe	ccsbBroad304_00138	ATP6V0B	ATPases / V-type
2803	0	oe	ccsbBroad304_00140	ATP6V0A1	ATPases / V-type
2804	0	oe	ccsbBroad304_08055	ATP5S	-
2805	0	oe	ccsbBroad304_02447	ATP5H	ATPases / F-type
2806	0	oe	ccsbBroad304_00129	ATP5D	ATPases / F-type
2807	0	oe	ccsbBroad304_00127	ATP5B	ATPases / F-type
2808	0	oe	ccsbBroad304_00126	ATP5A1	ATPases / F-type
2809	0	oe	ccsbBroad304_00122	ATP1B1	ATPases / P-type
2810	0	oe	ccsbBroad304_05865	ATP1A3	ATPases / P-type
2811	0	oe	ccsbBroad304_00120	ATOX1	-
2812	0	oe	ccsbBroad304_11714	ATMIN	Zinc fingers, C2H2-type
2813	0	oe	ccsbBroad304_00118	ATIC	-
2814	0	oe	ccsbBroad304_04675	ATG4A	-
2815	0	oe	ccsbBroad304_04294	ATG10	-
2816	0	oe	ccsbBroad304_00117	ATF4	basic leucine zipper proteins
2817	0	oe	ccsbBroad304_00361	ATF2	basic leucine zipper proteins
2818	0	oe	ccsbBroad304_00113	ASNS	-
2819	0	oe	ccsbBroad304_07273	ASMTL	Pseudoautosomal regions / PAR1
2820	0	oe	ccsbBroad304_07354	ASH2L	Zinc fingers, PHD-type
2821	0	oe	ccsbBroad304_00110	ASGR2	C-type lectin domain containing
2822	0	oe	ccsbBroad304_03641	ASF1B	-
2823	0	oe	ccsbBroad304_07314	ASAP2	Ankyrin repeat domain containing
2824	0	oe	ccsbBroad304_05856	ASAH1	Acid ceramidase
2825	0	oe	ccsbBroad304_02312	ARPC1B	Actin related protein 2/3 complex subunits
2826	0	oe	ccsbBroad304_02466	ARPC1A	Actin related protein 2/3 complex subunits
2827	0	oe	ccsbBroad304_00105	ARNTL	Basic helix-loop-helix proteins
2828	0	oe	ccsbBroad304_02321	ARL4C	ADP-ribosylation factors
