Rank	Score	Type	ID	Name	Description
1664	0	oe	ccsbBroad304_01454	RPS15A	S ribosomal proteins
1665	0	oe	ccsbBroad304_01453	RPS14	S ribosomal proteins
1666	0	oe	ccsbBroad304_01452	RPS13	S ribosomal proteins
1667	0	oe	ccsbBroad304_01450	RPS10	S ribosomal proteins
1668	0	oe	ccsbBroad304_06889	RPN2	-
1669	0	oe	ccsbBroad304_06888	RPN1	-
1670	0	oe	ccsbBroad304_04718	RPL39L	L ribosomal proteins
1671	0	oe	ccsbBroad304_01423	RPL19	L ribosomal proteins
1672	0	oe	ccsbBroad304_01413	RPA2	-
1673	0	oe	ccsbBroad304_01411	RORC	Retinoic acid-related orphans
1674	0	oe	ccsbBroad304_02560	RNPS1	RNA binding motif (RRM) containing
1675	0	oe	ccsbBroad304_06870	RNH1	-
1676	0	oe	ccsbBroad304_07291	RNGTT	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
1677	0	oe	ccsbBroad304_07450	RNF7	RING-type (C3HC4) zinc fingers
1678	0	oe	ccsbBroad304_01408	RNF5	RING-type (C3HC4) zinc fingers
1679	0	oe	ccsbBroad304_03939	RNF25	RING-type (C3HC4) zinc fingers
1680	0	oe	ccsbBroad304_03713	RNF20	RING-type (C3HC4) zinc fingers
1681	0	oe	ccsbBroad304_09703	RNF145	RING-type (C3HC4) zinc fingers
1682	0	oe	ccsbBroad304_02209	RNF14	RING-type (C3HC4) zinc fingers
1683	0	oe	ccsbBroad304_03309	RNF138	RING-type (C3HC4) zinc fingers
1684	0	oe	ccsbBroad304_02979	RNF11	RING-type (C3HC4) zinc fingers
1685	0	oe	ccsbBroad304_01974	RNASET2	-
1686	0	oe	ccsbBroad304_02010	RIPK2	Receptor interacting protein kinase (RIPK) family
1687	0	oe	ccsbBroad304_02266	RHOBTB1	BTB/POZ domain containing
1688	0	oe	ccsbBroad304_00100	RHOA	-
1689	0	oe	ccsbBroad304_01398	RHEB	-
1690	0	oe	ccsbBroad304_06862	RGS3	-
1691	0	oe	ccsbBroad304_08853	RGS18	Regulators of G-protein signaling
1692	0	oe	ccsbBroad304_01970	RFXANK	Ankyrin repeat domain containing
1693	0	oe	ccsbBroad304_01395	RFX5	-
1694	0	oe	ccsbBroad304_01394	RFX4	-
1695	0	oe	ccsbBroad304_08511	RFK	-
1696	0	oe	ccsbBroad304_01391	RFC5	ATPases / AAA-type
1697	0	oe	ccsbBroad304_06856	RET	Type XIV RTKs: RET
1698	0	oe	ccsbBroad304_06855	RDX	-
1699	0	oe	ccsbBroad304_01845	RDBP	-
1700	0	oe	ccsbBroad304_07961	RCHY1	RING-type (C3HC4) zinc fingers
1701	0	oe	ccsbBroad304_02279	RBX1	RING-type (C3HC4) zinc fingers
1702	0	oe	ccsbBroad304_06435	RBPJ	-
1703	0	oe	ccsbBroad304_06852	RBP4	Lipocalins
1704	0	oe	ccsbBroad304_03028	RBMX	RNA binding motif (RRM) containing
1705	0	oe	ccsbBroad304_01383	RBMS1	RNA binding motif (RRM) containing
1706	0	oe	ccsbBroad304_07565	RBM6	G patch domain containing
1707	0	oe	ccsbBroad304_12492	RBM15	RNA binding motif (RRM) containing
1708	0	oe	ccsbBroad304_01380	RBBP7	WD repeat domain containing
1709	0	oe	ccsbBroad304_01379	RBBP6	-
1710	0	oe	ccsbBroad304_06847	RBBP4	WD repeat domain containing
1711	0	oe	ccsbBroad304_02239	RASSF2	-
1712	0	oe	ccsbBroad304_03357	RASD1	-
1713	0	oe	ccsbBroad304_01378	RASA1	Pleckstrin homology (PH) domain containing
1714	0	oe	ccsbBroad304_01376	RARB	Retinoic acid receptors
1715	0	oe	ccsbBroad304_01375	RARA	Retinoic acid receptors
1716	0	oe	ccsbBroad304_06840	RAP1GDS1	Armadillo repeat containing
1717	0	oe	ccsbBroad304_01374	RAP1A	-
1718	0	oe	ccsbBroad304_01373	RAN	-
1719	0	oe	ccsbBroad304_02376	RAMP1	Receptor (G protein-coupled) activity modifying proteins
1720	0	oe	ccsbBroad304_02565	RALBP1	-
1721	0	oe	ccsbBroad304_01372	RALB	-
1722	0	oe	ccsbBroad304_06837	RAF1	RAF family
1723	0	oe	ccsbBroad304_01347	RAD1	-
1724	0	oe	ccsbBroad304_06831	RAC1	Endogenous ligands
1725	0	oe	ccsbBroad304_01363	RABGGTA	Prenyltransferase alpha subunit repeat containing
1726	0	oe	ccsbBroad304_06830	RAB5A	RAB, member RAS oncogene
1727	0	oe	ccsbBroad304_01360	RAB4A	RAB, member RAS oncogene
1728	0	oe	ccsbBroad304_01361	RAB27A	RAB, member RAS oncogene
1729	0	oe	ccsbBroad304_03371	RAB23	RAB, member RAS oncogene
1730	0	oe	ccsbBroad304_03570	QRSL1	-
1731	0	oe	ccsbBroad304_07889	QPRT	-
1732	0	oe	ccsbBroad304_02853	QPCT	Aminopeptidase Y
1733	0	oe	ccsbBroad304_01355	PYGL	Glycogen phosphorylases
1734	0	oe	ccsbBroad304_06828	PYCR1	-
1735	0	oe	ccsbBroad304_07759	PWP1	WD repeat domain containing
1736	0	oe	ccsbBroad304_01350	PVRL2	Immunoglobulin superfamily / C2-set domain containing
1737	0	oe	ccsbBroad304_06824	PVR	Immunoglobulin superfamily / C2-set domain containing
1738	0	oe	ccsbBroad304_09095	PUS7L	-
1739	0	oe	ccsbBroad304_02691	PUF60	RNA binding motif (RRM) containing
1740	0	oe	ccsbBroad304_06820	PTS	-
1741	0	oe	ccsbBroad304_13936	PTPRF	Receptor tyrosine phosphatases (RTP)
1742	0	oe	ccsbBroad304_01342	PTPN6	Protein tyrosine phosphatases
1743	0	oe	ccsbBroad304_01341	PTPN4	Protein tyrosine phosphatases
1744	0	oe	ccsbBroad304_01340	PTPN2	Protein tyrosine phosphatases
1745	0	oe	ccsbBroad304_07374	PTPLA	-
1746	0	oe	ccsbBroad304_02632	PTP4A3	Protein tyrosine phosphatases
1747	0	oe	ccsbBroad304_01337	PTHLH	Endogenous ligands
1748	0	oe	ccsbBroad304_01336	PTGS2	Cyclooxygenase
1749	0	oe	ccsbBroad304_01333	PTGFR	GPCR / Class A : Prostanoid receptors
1750	0	oe	ccsbBroad304_07275	PSMG1	-
1751	0	oe	ccsbBroad304_07428	PSMF1	Proteasome (prosome, macropain) subunits
1752	0	oe	ccsbBroad304_13933	PSME2	Proteasome (prosome, macropain) subunits
1753	0	oe	ccsbBroad304_01326	PSME1	Proteasome (prosome, macropain) subunits
1754	0	oe	ccsbBroad304_01323	PSMD9	Proteasome (prosome, macropain) subunits
1755	0	oe	ccsbBroad304_01321	PSMD5	Proteasome (prosome, macropain) subunits
1756	0	oe	ccsbBroad304_06806	PSMD3	Proteasome (prosome, macropain) subunits
1757	0	oe	ccsbBroad304_01318	PSMD2	Proteasome subunits
1758	0	oe	ccsbBroad304_01324	PSMD10	Ankyrin repeat domain containing
1759	0	oe	ccsbBroad304_06800	PSMB7	Proteasome subunits
1760	0	oe	ccsbBroad304_01310	PSMB2	Proteasome subunits
1761	0	oe	ccsbBroad304_01309	PSMB1	Proteasome subunits
1762	0	oe	ccsbBroad304_06797	PSMA5	Proteasome subunits
1763	0	oe	ccsbBroad304_13931	PSMA3	Proteasome subunits
1764	0	oe	ccsbBroad304_01307	PSMA1	Proteasome subunits
1765	0	oe	ccsbBroad304_01304	PSEN1	Presenilin
1766	0	oe	ccsbBroad304_02619	PRSS23	Serine peptidases / Serine peptidases
1767	0	oe	ccsbBroad304_06785	PRSS2	Serine peptidases
1768	0	oe	ccsbBroad304_02087	PRPF4	WD repeat domain containing
1769	0	oe	ccsbBroad304_06777	PRNP	CD molecules
1770	0	oe	ccsbBroad304_06402	PRMT2	Protein arginine N-methyltransferases
1771	0	oe	ccsbBroad304_01294	PRKRIR	THAP (C2CH-type zinc finger) domain containing
1772	0	oe	ccsbBroad304_01284	PRKCZ	Iota subfamily
1773	0	oe	ccsbBroad304_01283	PRKCE	Eta subfamily
1774	0	oe	ccsbBroad304_11054	PRKAR2A	Protein kinase A
1775	0	oe	ccsbBroad304_01280	PRKAR1A	Protein kinase A
1776	0	oe	ccsbBroad304_08289	PRKAG2	AMPK subfamily
1777	0	oe	ccsbBroad304_01278	PRKACB	Protein kinase A
1778	0	oe	ccsbBroad304_06770	PRKAA1	AMPK subfamily
1779	0	oe	ccsbBroad304_02319	PREB	WD repeat domain containing
1780	0	oe	ccsbBroad304_02864	PRDX5	-
1781	0	oe	ccsbBroad304_02621	PRDM7	Zinc fingers, C2H2-type
1782	0	oe	ccsbBroad304_02622	PRDM4	Zinc fingers, C2H2-type
1783	0	oe	ccsbBroad304_06765	PRCC	-
1784	0	oe	ccsbBroad304_02788	PRAME	-
1785	0	oe	ccsbBroad304_01271	PPT1	-
1786	0	oe	ccsbBroad304_01269	PPP3R2	EF-hand domain containing
1787	0	oe	ccsbBroad304_06761	PPP3CC	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
1788	0	oe	ccsbBroad304_01266	PPP3CA	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
1789	0	oe	ccsbBroad304_01265	PPP2R4	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
1790	0	oe	ccsbBroad304_08453	PPP2R3C	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
1791	0	oe	ccsbBroad304_01262	PPP2CB	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
1792	0	oe	ccsbBroad304_14081	PPP1R13B	Ankyrin repeat domain containing
1793	0	oe	ccsbBroad304_01259	PPP1CC	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
1794	0	oe	ccsbBroad304_01258	PPP1CA	Serine/threonine phosphatases / Protein phosphatase, catalytic subunits
1795	0	oe	ccsbBroad304_01257	PPOX	-
1796	0	oe	ccsbBroad304_02440	PPIE	RNA binding motif (RRM) containing
1797	0	oe	ccsbBroad304_07245	PPFIBP2	Sterile alpha motif (SAM) domain containing
1798	0	oe	ccsbBroad304_06755	PPAT	Phosphoribosyl pyrophosphate amidotransferase
1799	0	oe	ccsbBroad304_01249	PPARG	Peroxisome proliferator-activated receptors
1800	0	oe	ccsbBroad304_07272	PPAP2B	Lipid phosphate phosphatases
1801	0	oe	ccsbBroad304_01967	PPAP2A	Lipid phosphate phosphatases
1802	0	oe	ccsbBroad304_01247	POU2AF1	-
1803	0	oe	ccsbBroad304_02884	POT1	-
1804	0	oe	ccsbBroad304_02526	POP4	-
1805	0	oe	ccsbBroad304_05901	POLR3D	RNA polymerase subunits
1806	0	oe	ccsbBroad304_07655	POLR3C	RNA polymerase subunits
1807	0	oe	ccsbBroad304_01240	POLR2F	RNA polymerase subunits
1808	0	oe	ccsbBroad304_01239	POLR2E	RNA polymerase subunits
1809	0	oe	ccsbBroad304_01237	POLR2C	RNA polymerase subunits
1810	0	oe	ccsbBroad304_02187	POLR1C	RNA polymerase subunits
1811	0	oe	ccsbBroad304_02783	POFUT1	Fucosyltransferases
1812	0	oe	ccsbBroad304_01105	PNP	-
1813	0	oe	ccsbBroad304_02668	PNKP	-
1814	0	oe	ccsbBroad304_06742	PML	RING-type (C3HC4) zinc fingers
1815	0	oe	ccsbBroad304_07783	PMF1-BGLAP	-
1816	0	oe	ccsbBroad304_02058	PLOD3	-
1817	0	oe	ccsbBroad304_07676	PLK2	Polo-like kinase (PLK) family
1818	0	oe	ccsbBroad304_01218	PLK1	Polo-like kinase (PLK) family
1819	0	oe	ccsbBroad304_03524	PLEKHJ1	Pleckstrin homology (PH) domain containing
1820	0	oe	ccsbBroad304_06736	PLCG2	Phosphoinositide-specific phospholipase C
1821	0	oe	ccsbBroad304_01215	PLAUR	CD molecules
1822	0	oe	ccsbBroad304_06735	PLAU	Chymotrypsin
1823	0	oe	ccsbBroad304_06734	PLAT	Chymotrypsin
1824	0	oe	ccsbBroad304_01211	PKM2	-
1825	0	oe	ccsbBroad304_02626	PKIG	-
1826	0	oe	ccsbBroad304_03936	PJA1	RING-type (C3HC4) zinc fingers
1827	0	oe	ccsbBroad304_01208	PITPNA	-
1828	0	oe	ccsbBroad304_02840	PISD	Decarboxylases
1829	0	oe	ccsbBroad304_08266	PIPOX	-
1830	0	oe	ccsbBroad304_01205	PIN1	-
1831	0	oe	ccsbBroad304_07249	PIK3R3	Phosphatidylinositol kinases
1832	0	oe	ccsbBroad304_06728	PIK3R1	Phosphatidylinositol kinases
1833	0	oe	ccsbBroad304_06727	PIK3CG	Phosphatidylinositol kinases
1834	0	oe	ccsbBroad304_01202	PIK3CB	Phosphatidylinositol kinases
1835	0	oe	ccsbBroad304_08452	PIH1D1	-
1836	0	oe	ccsbBroad304_01953	PIAS1	Zinc fingers, MIZ-type
1837	0	oe	ccsbBroad304_13633	PI4KAP2	-
1838	0	oe	ccsbBroad304_03798	PHTF2	-
1839	0	oe	ccsbBroad304_01190	PHKG2	Phosphorylase kinase (PHK) family
1840	0	oe	ccsbBroad304_04054	PHF23	Zinc fingers, PHD-type
1841	0	oe	ccsbBroad304_02923	PHF19	Zinc fingers, PHD-type
1842	0	oe	ccsbBroad304_04153	PHF17	-
1843	0	oe	ccsbBroad304_09657	PHF13	Zinc fingers, PHD-type
1844	0	oe	ccsbBroad304_08228	PHF11	Zinc fingers, PHD-type
1845	0	oe	ccsbBroad304_01189	PHF1	Zinc fingers, PHD-type
1846	0	oe	ccsbBroad304_02676	PHB2	-
1847	0	oe	ccsbBroad304_01186	PHB	-
1848	0	oe	ccsbBroad304_06718	PFN2	-
1849	0	oe	ccsbBroad304_10491	PFKL	-
1850	0	oe	ccsbBroad304_01180	PFKFB3	-
1851	0	oe	ccsbBroad304_01351	PEX19	-
1852	0	oe	ccsbBroad304_01174	PEX13	-
1853	0	oe	ccsbBroad304_02017	PEX11A	-
1854	0	oe	ccsbBroad304_10441	PEPD	Methionyl aminopeptidase
1855	0	oe	ccsbBroad304_07598	PEMT	-
1856	0	oe	ccsbBroad304_08594	PECR	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
1857	0	oe	ccsbBroad304_13998	PDXK	-
1858	0	oe	ccsbBroad304_01168	PDPK1	PDK1 family
1859	0	oe	ccsbBroad304_07267	PDLIM4	-
1860	0	oe	ccsbBroad304_02086	PDLIM1	-
1861	0	oe	ccsbBroad304_01166	PDK2	PDHK family
1862	0	oe	ccsbBroad304_01165	PDK1	-
1863	0	oe	ccsbBroad304_10232	PDIA5	Protein disulfide isomerases
1864	0	oe	ccsbBroad304_02208	PDIA4	Protein disulfide isomerases
1865	0	oe	ccsbBroad304_07197	PDHX	-
1866	0	oe	ccsbBroad304_01164	PDHB	-
1867	0	oe	ccsbBroad304_01163	PDHA1	-
1868	0	oe	ccsbBroad304_06708	PDGFRB	Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family
1869	0	oe	ccsbBroad304_11024	PDGFRA	Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family
1870	0	oe	ccsbBroad304_06704	PDE4D	Phosphodiesterases
1871	0	oe	ccsbBroad304_02677	PDAP1	-
1872	0	oe	ccsbBroad304_01152	PCNA	-
1873	0	oe	ccsbBroad304_06695	PCK2	-
1874	0	oe	ccsbBroad304_04383	PCGF5	Polycomb group ring fingers
1875	0	oe	ccsbBroad304_01811	PCGF2	Polycomb group ring fingers
1876	0	oe	ccsbBroad304_01150	PCCB	Carboxylases
1877	0	oe	ccsbBroad304_01148	PCBD1	-
1878	0	oe	ccsbBroad304_01147	PC	Carboxylases
1879	0	oe	ccsbBroad304_08605	PBK	TOPK family
1880	0	oe	ccsbBroad304_09578	PASD1	-
1881	0	oe	ccsbBroad304_01146	PARN	-
1882	0	oe	ccsbBroad304_09756	PAQR7	-
1883	0	oe	ccsbBroad304_14011	PAPSS1	-
1884	0	oe	ccsbBroad304_04170	PANK2	-
1885	0	oe	ccsbBroad304_02392	PAK4	PAKB subfamily
1886	0	oe	ccsbBroad304_06685	PAH	Amino acid hydroxylases
1887	0	oe	ccsbBroad304_01143	PAFAH1B3	-
1888	0	oe	ccsbBroad304_01142	PAFAH1B2	-
1889	0	oe	ccsbBroad304_03444	PAF1	-
1890	0	oe	ccsbBroad304_03089	PACSIN3	-
1891	0	oe	ccsbBroad304_01139	PA2G4	-
1892	0	oe	ccsbBroad304_01138	P4HB	Protein disulfide isomerases
1893	0	oe	ccsbBroad304_02057	P4HA2	-
1894	0	oe	ccsbBroad304_01137	P2RY6	GPCR / Class A : Purinergic receptors, P2Y
1895	0	oe	ccsbBroad304_06680	P2RX4	Ligand-gated ion channels / Purinergic receptors, ionotropic
1896	0	oe	ccsbBroad304_03006	OXGR1	GPCR / Class A : Orphans, Oxoglutarate receptor
1897	0	oe	ccsbBroad304_01131	OXCT1	-
1898	0	oe	ccsbBroad304_03864	OVOL2	Zinc fingers, C2H2-type
1899	0	oe	ccsbBroad304_04788	OVCA2	-
1900	0	oe	ccsbBroad304_01128	OTX2	Homeoboxes / PRD class
1901	0	oe	ccsbBroad304_06678	OTX1	Homeoboxes / PRD class
1902	0	oe	ccsbBroad304_03618	OSGEP	-
1903	0	oe	ccsbBroad304_04616	ORMDL3	-
1904	0	oe	ccsbBroad304_14439	OPN5	GPCR / Class A : Opsin receptors
1905	0	oe	ccsbBroad304_09368	OPN4	GPCR / Class A : Opsin receptors
1906	0	oe	ccsbBroad304_02806	OPN3	GPCR / Class A : Opsin receptors
1907	0	oe	ccsbBroad304_06665	OAT	-
1908	0	oe	ccsbBroad304_14143	NUSAP1	-
1909	0	oe	ccsbBroad304_07920	NUP62	-
1910	0	oe	ccsbBroad304_03387	NUDT9	Nudix motif containing
1911	0	oe	ccsbBroad304_07763	NUDT6	Nudix motif containing
1912	0	oe	ccsbBroad304_06660	NTRK3	Type VII RTKs: Neurotrophin receptor/Trk family
1913	0	oe	ccsbBroad304_04775	NTAN1	-
1914	0	oe	ccsbBroad304_06658	NT5E	Adenosine turnover
1915	0	oe	ccsbBroad304_07600	NSA2	-
1916	0	oe	ccsbBroad304_03739	NRIP3	-
1917	0	oe	ccsbBroad304_07208	NRIP1	-
1918	0	oe	ccsbBroad304_03118	NRBP1	NRBP family
1919	0	oe	ccsbBroad304_03121	NRBF2	-
1920	0	oe	ccsbBroad304_00593	NR5A2	Fushi tarazu F1-like receptors
1921	0	oe	ccsbBroad304_00693	NR3C1	3-Ketosteroid receptors
1922	0	oe	ccsbBroad304_01709	NR2C1	Testicular receptors
1923	0	oe	ccsbBroad304_02299	NR1H3	Liver X receptor-like receptors
1924	0	oe	ccsbBroad304_00041	NR0B1	DAX-like receptors
1925	0	oe	ccsbBroad304_06645	NQO2	-
1926	0	oe	ccsbBroad304_07662	NPRL2	-
1927	0	oe	ccsbBroad304_06654	NPM1	-
1928	0	oe	ccsbBroad304_03732	NPDC1	-
1929	0	oe	ccsbBroad304_02533	NOXA1	-
1930	0	oe	ccsbBroad304_06651	NOV	-
1931	0	oe	ccsbBroad304_05590	NOTCH2NL	-
1932	0	oe	ccsbBroad304_03191	NOSIP	-
1933	0	oe	ccsbBroad304_01103	NONO	RNA binding motif (RRM) containing
1934	0	oe	ccsbBroad304_08663	NMUR2	GPCR / Class A : Neuromedin U receptors
1935	0	oe	ccsbBroad304_03817	NMRAL1	Short chain dehydrogenase/reductase superfamily / Atypical members
1936	0	oe	ccsbBroad304_02716	NMNAT2	-
1937	0	oe	ccsbBroad304_07362	NMI	-
1938	0	oe	ccsbBroad304_01101	NME1	-
1939	0	oe	ccsbBroad304_03040	NKIRAS2	-
1940	0	oe	ccsbBroad304_06642	NIT1	-
1941	0	oe	ccsbBroad304_06639	NFYB	-
1942	0	oe	ccsbBroad304_01094	NFKBIB	Ankyrin repeat domain containing
1943	0	oe	ccsbBroad304_01093	NFKBIA	Ankyrin repeat domain containing
1944	0	oe	ccsbBroad304_01092	NFIL3	basic leucine zipper proteins
1945	0	oe	ccsbBroad304_01090	NFE2L2	basic leucine zipper proteins
1946	0	oe	ccsbBroad304_01088	NFATC3	Nuclear factor of activated T-cells
1947	0	oe	ccsbBroad304_01087	NF2	A-kinase anchor proteins
1948	0	oe	ccsbBroad304_01084	NEU1	-
1949	0	oe	ccsbBroad304_07582	NET1	Rho guanine nucleotide exchange factors
1950	0	oe	ccsbBroad304_07680	NEK6	NIMA (never in mitosis gene a)- related kinase (NEK) family
1951	0	oe	ccsbBroad304_10064	NDUFS7	Mitochondrial respiratory chain complex / Complex I
1952	0	oe	ccsbBroad304_01077	NDUFS6	Mitochondrial respiratory chain complex / Complex I
1953	0	oe	ccsbBroad304_06625	NDUFS4	Mitochondrial respiratory chain complex / Complex I
1954	0	oe	ccsbBroad304_01074	NDUFS3	Mitochondrial respiratory chain complex / Complex I
1955	0	oe	ccsbBroad304_01073	NDUFB8	Mitochondrial respiratory chain complex / Complex I
1956	0	oe	ccsbBroad304_01072	NDUFB6	Mitochondrial respiratory chain complex / Complex I
1957	0	oe	ccsbBroad304_01071	NDUFB5	Mitochondrial respiratory chain complex / Complex I
1958	0	oe	ccsbBroad304_01070	NDUFB3	Mitochondrial respiratory chain complex / Complex I
1959	0	oe	ccsbBroad304_13912	NDUFB1	Mitochondrial respiratory chain complex / Complex I
1960	0	oe	ccsbBroad304_13911	NDUFA9	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
1961	0	oe	ccsbBroad304_03197	NDUFA13	Mitochondrial respiratory chain complex / Complex I
1962	0	oe	ccsbBroad304_02419	NDRG1	-
1963	0	oe	ccsbBroad304_06619	NCF2	Tetratricopeptide (TTC) repeat domain containing
1964	0	oe	ccsbBroad304_03554	NAT10	-
1965	0	oe	ccsbBroad304_06617	NASP	Tetratricopeptide (TTC) repeat domain containing
1966	0	oe	ccsbBroad304_03951	NARFL	-
1967	0	oe	ccsbBroad304_12226	NAGK	-
1968	0	oe	ccsbBroad304_04191	NAA50	N(alpha)-acetyltransferase subunits
1969	0	oe	ccsbBroad304_06609	MYL6	EF-hand domain containing
1970	0	oe	ccsbBroad304_02955	MYCBP	-
1971	0	oe	ccsbBroad304_02276	MVP	-
1972	0	oe	ccsbBroad304_02688	MTF2	Zinc fingers, PHD-type
1973	0	oe	ccsbBroad304_03164	MTERFD1	-
1974	0	oe	ccsbBroad304_13903	MTAP	-
1975	0	oe	ccsbBroad304_02702	MSRB2	-
1976	0	oe	ccsbBroad304_01035	MSH5	-
1977	0	oe	ccsbBroad304_01034	MSH2	-
1978	0	oe	ccsbBroad304_03215	MRPS2	Mitochondrial ribosomal proteins / small subunits
1979	0	oe	ccsbBroad304_01443	MRPL12	Mitochondrial ribosomal proteins / large subunits
1980	0	oe	ccsbBroad304_09446	MRGPRX4	GPCR / Class A : Orphans
1981	0	oe	ccsbBroad304_02349	MPHOSPH9	-
1982	0	oe	ccsbBroad304_02219	MORF4L2	-
1983	0	oe	ccsbBroad304_01026	MNAT1	RING-type (C3HC4) zinc fingers
1984	0	oe	ccsbBroad304_06590	MMP7	Matrix metallopeptidase
1985	0	oe	ccsbBroad304_06588	MMP2	Matrix metallopeptidase
1986	0	oe	ccsbBroad304_06587	MMP1	Matrix metallopeptidase
1987	0	oe	ccsbBroad304_10971	MLLT6	Zinc fingers, PHD-type
1988	0	oe	ccsbBroad304_02576	MLLT11	-
1989	0	oe	ccsbBroad304_01854	MLLT10	Zinc fingers, PHD-type
1990	0	oe	ccsbBroad304_09934	MKX	Homeoboxes / TALE class
1991	0	oe	ccsbBroad304_10857	MKNK2	MKN subfamily
1992	0	oe	ccsbBroad304_06583	MITF	Basic helix-loop-helix proteins
1993	0	oe	ccsbBroad304_01013	MIF	-
1994	0	oe	ccsbBroad304_02681	MGLL	Endocannabinoid turnover
1995	0	oe	ccsbBroad304_02361	MFSD10	-
1996	0	oe	ccsbBroad304_01002	METTL1	-
1997	0	oe	ccsbBroad304_01001	MEST	-
1998	0	oe	ccsbBroad304_00998	MEIS2	Homeoboxes / TALE class
1999	0	oe	ccsbBroad304_02285	MED6	-
2000	0	oe	ccsbBroad304_08104	MED4	-
2001	0	oe	ccsbBroad304_04202	MED28	-
2002	0	oe	ccsbBroad304_00995	MECP2	-
2003	0	oe	ccsbBroad304_00991	MDH1	-
2004	0	oe	ccsbBroad304_03056	MCTS1	-
2005	0	oe	ccsbBroad304_03806	MCOLN1	Voltage-gated ion channels / Transient receptor potential cation channels
2006	0	oe	ccsbBroad304_09195	MCM8	-
2007	0	oe	ccsbBroad304_06569	MCM5	-
2008	0	oe	ccsbBroad304_00987	MCM3	-
2009	0	oe	ccsbBroad304_00986	MCM2	-
2010	0	oe	ccsbBroad304_00985	MCL1	-
2011	0	oe	ccsbBroad304_14242	MCCC2	-
2012	0	oe	ccsbBroad304_08662	MCCC1	-
2013	0	oe	ccsbBroad304_00980	MBNL1	Zinc fingers, CCCH-type domain containing
2014	0	oe	ccsbBroad304_06565	MB	-
2015	0	oe	ccsbBroad304_00977	MAX	Basic helix-loop-helix proteins
2016	0	oe	ccsbBroad304_08089	MAT2B	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
2017	0	oe	ccsbBroad304_06562	MAT1A	-
2018	0	oe	ccsbBroad304_04713	MAS1L	GPCR / Class A : Orphans
2019	0	oe	ccsbBroad304_01952	MAPKAPK5	MAPKAPK subfamily
2020	0	oe	ccsbBroad304_01836	MAPKAPK3	MAPKAPK subfamily
2021	0	oe	ccsbBroad304_01288	MAPK9	MAPK:JNK subfamily
2022	0	oe	ccsbBroad304_01287	MAPK8	MAPK:JNK subfamily
2023	0	oe	ccsbBroad304_00371	MAPK14	MAPK:p38 subfamily
2024	0	oe	ccsbBroad304_01289	MAPK13	MAPK:p38 subfamily
2025	0	oe	ccsbBroad304_06911	MAPK12	MAPK:p38 subfamily
2026	0	oe	ccsbBroad304_07349	MAP7	-
2027	0	oe	ccsbBroad304_01291	MAP2K6	MAPKK:STE7 family
2028	0	oe	ccsbBroad304_01290	MAP2K5	MAPKK:STE7 family
2029	0	oe	ccsbBroad304_06558	MAOB	Catecholamine turnover
2030	0	oe	ccsbBroad304_06557	MAOA	Catecholamine turnover
2031	0	oe	ccsbBroad304_02175	MAGED1	-
2032	0	oe	ccsbBroad304_00966	MAFG	-
2033	0	oe	ccsbBroad304_02203	MAD2L1BP	-
2034	0	oe	ccsbBroad304_00957	M6PR	-
2035	0	oe	ccsbBroad304_00956	LYZ	-
2036	0	oe	ccsbBroad304_07605	LYPLA1	-
2037	0	oe	ccsbBroad304_02990	LYPD3	-
2038	0	oe	ccsbBroad304_06542	LTBR	Tumor necrosis factor receptor superfamily
2039	0	oe	ccsbBroad304_06539	LSS	Lanosterol biosynthesis pathway
2040	0	oe	ccsbBroad304_06538	LSP1	-
2041	0	oe	ccsbBroad304_03853	LSM2	-
2042	0	oe	ccsbBroad304_03923	LRRC4	Immunoglobulin superfamily / I-set domain containing
2043	0	oe	ccsbBroad304_06255	LRRC32	-
2044	0	oe	ccsbBroad304_07411	LPXN	-
2045	0	oe	ccsbBroad304_02271	LPGAT1	-
2046	0	oe	ccsbBroad304_02097	LPAR2	GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
2047	0	oe	ccsbBroad304_00945	LMNA	Intermediate filaments type V, lamins
2048	0	oe	ccsbBroad304_08325	LIPT1	-
2049	0	oe	ccsbBroad304_05194	LIPH	-
2050	0	oe	ccsbBroad304_06525	LIPA	-
2051	0	oe	ccsbBroad304_00941	LIG3	-
2052	0	oe	ccsbBroad304_04496	LHX4	Homeoboxes / LIM class
2053	0	oe	ccsbBroad304_08825	LHPP	-
2054	0	oe	ccsbBroad304_06783	LGMN	Legumain
2055	0	oe	ccsbBroad304_10438	LGALS8	Lectins, galactoside-binding
2056	0	oe	ccsbBroad304_06518	LDHA	-
2057	0	oe	ccsbBroad304_03310	LCMT1	-
