Rank	Score	Type	ID	Name	Description
1421	5.82	cc		Structural maintenance of chromosomes proteins LOF	-
1422	5.81	cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor
1423	5.66	cc		PRD class homeoboxes and psudogenes LOF	-
1424	5.25	cp	BRD-K66874953	pifithrin-alpha	TP53 inhibitor
1425	5.23	cc		Reverse transcriptase inhibitor	-
1426	4.46	cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication
1427	4.28	cp	BRD-K13032584	procarbazine	Monoamine oxidase inhibitor
1428	4.07	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
1429	4.01	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
1430	3.2	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
1431	2.96	cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor
1432	2.88	cp	BRD-K81272440	dantrolene	Calcium channel blocker
1433	2.62	cp	BRD-K41996876	tyrphostin-1	EGFR inhibitor
1434	2.04	cc		Non Homologous End Joining LOF	-
1435	0.99	cc		Potassium channel activator	-
1436	0.38	cc		Tachykinin antagonist	-
1437	0	cc		Purinergic receptors P2Y GOF	-
1438	0	cc		NFKB Activation GOF	-
1439	0	cc		Homeobox Gene GOF	-
1440	0	cc		X linked mental retardation group 1 LOF	-
1441	0	cc		Vesicular Transport LOF	-
1442	0	cc		V type ATPases LOF	-
1443	0	cc		Tumor necrosis factor superfamily LOF	-
1444	0	cc		Trace amine receptors LOF	-
1445	0	cc		RNA Polymerase Enzymes LOF	-
1446	0	cc		Ribosomal 40s Subunit LOF	-
1447	0	cc		Rho GTPase activating proteins LOF	-
1448	0	cc		Proteasome Pathway LOF	-
1449	0	cc		PI3K Signaling LOF	-
1450	0	cc		Phospholipases LOF	-
1451	0	cc		Nucleoporin LOF	-
1452	0	cc		NKL subclass homeoboxes and pseudogenes LOF	-
1453	0	cc		Minor histocompatibility antigens LOF	-
1454	0	cc		MCM family LOF	-
1455	0	cc		Lysine acetyltransferases LOF	-
1456	0	cc		HOXL subclass homeoboxes LOF	-
1457	0	cc		Heat shock 70kDa proteins LOF	-
1458	0	cc		EMSY complex LOF	-
1459	0	cc		EIF Proteins LOF	-
1460	0	cc		DNA Replication LOF	-
1461	0	cc		Cyclin dependent kinases LOF	-
1462	0	cc		Canonical high mobility group proteins LOF	-
1463	0	cc		C2 domain containing protein kinases LOF	-
1464	0	cc		BMP Signaling LOF	-
1465	0	cc		Apolipoproteins LOF	-
1466	0	cc		Aminoacyl tRNA synthetases class II LOF	-
1467	0	cc		Aldehyde dehydrogenases LOF	-
1468	0	cc		Akt Signaling LOF	-
1469	0	cc		Vitamin D receptor agonist	-
1470	0	cc		Sterol demethylase inhibitor	-
1471	0	cc		Progesterone receptor antagonist	-
1472	0	cc		IKK inhibitor	-
1473	0	cc		HIV protease inhibitor	-
1474	0	cc		HDAC inhibitor	-
1475	0	cc		Estrogen receptor agonist	-
1476	0	cc		EGFR inhibitor	-
1477	0	cc		Bacterial 30S ribosomal subunit inhibitor	-
1478	0	kd	CGS001-6598	SMARCB1	-
1479	0	kd	CGS001-221692	PHACTR1	Phosphatase and actin regulators
1480	0	kd	CGS001-1028	CDKN1C	-
1481	0	kd	CGS001-890	CCNA2	-
1482	0	cp	BRD-K10466330	AVA	Nucleophosmin inhibitor
1483	0	cp	BRD-K75295174	alisertib	Aurora kinase inhibitor
1484	0	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
1485	0	cp	BRD-K53665955	MK-5108	Aurora kinase inhibitor
1486	0	cp	BRD-K24576554	AT-9283	JAK inhibitor
1487	0	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
1488	0	cp	BRD-K25079130	avrainvillamide-analog-4	nucleophosmin inhibitor
1489	0	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
1490	0	cp	BRD-K59773493	benzohydroxamic-acid	Antifungal
1491	0	cp	BRD-K68488863	ENMD-2076	FLT3 inhibitor
1492	0	cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor
1493	0	oe	ccsbBroad304_07211	ZRSR2	RNA binding motif (RRM) containing
1494	0	oe	ccsbBroad304_02140	ZNHIT3	Zinc fingers, HIT-type
1495	0	oe	ccsbBroad304_03623	ZNF692	Zinc fingers, C2H2-type
1496	0	oe	ccsbBroad304_05394	ZNF621	Zinc fingers, C2H2-type
1497	0	oe	ccsbBroad304_05006	ZNF583	Zinc fingers, C2H2-type
1498	0	oe	ccsbBroad304_05005	ZNF582	Zinc fingers, C2H2-type
1499	0	oe	ccsbBroad304_04801	ZNF543	Zinc fingers, C2H2-type
1500	0	oe	ccsbBroad304_04998	ZNF418	Zinc fingers, C2H2-type
1501	0	oe	ccsbBroad304_08531	ZNF331	Zinc fingers, C2H2-type
1502	0	oe	ccsbBroad304_04567	ZNF300	Zinc fingers, C2H2-type
1503	0	oe	ccsbBroad304_07135	WNT10B	Wingless-type MMTV integration sites
1504	0	oe	ccsbBroad304_01777	WNT1	Endogenous ligands
1505	0	oe	ccsbBroad304_09993	VN1R4	GPCR / Unclassified : Vomeronasal receptors, type 1
1506	0	oe	ccsbBroad304_07129	VIPR1	GPCR / Class B : VIP and PACAP (ADCYAP1) receptors
1507	0	oe	ccsbBroad304_01754	UCK2	-
1508	0	oe	ccsbBroad304_03264	UBAP1	-
1509	0	oe	ccsbBroad304_02487	TXNIP	-
1510	0	oe	ccsbBroad304_05183	TXLNA	-
1511	0	oe	ccsbBroad304_04728	TWIST2	Basic helix-loop-helix proteins
1512	0	oe	ccsbBroad304_01716	TSN	-
1513	0	oe	ccsbBroad304_07101	TSC2	-
1514	0	oe	ccsbBroad304_07569	TRIB1	Trbl family
1515	0	oe	ccsbBroad304_07091	TPM1	Tropomyosins
1516	0	oe	ccsbBroad304_01666	TGFBR1	Type I receptor serine/threonine kinases
1517	0	oe	ccsbBroad304_04086	TCTN1	Tectonic proteins
1518	0	oe	ccsbBroad304_01650	TCEA1	General transcription factors
1519	0	oe	ccsbBroad304_07017	SUOX	-
1520	0	oe	ccsbBroad304_07383	STK17A	Death-associated kinase (DAPK) family
1521	0	oe	ccsbBroad304_08553	STAP2	-
1522	0	oe	ccsbBroad304_04257	SPRY4	-
1523	0	oe	ccsbBroad304_02372	SPRY1	-
1524	0	oe	ccsbBroad304_07875	SPECC1L	-
1525	0	oe	ccsbBroad304_06982	SNRNP70	RNA binding motif (RRM) containing
1526	0	oe	ccsbBroad304_08424	SNRK	SNRK subfamily
1527	0	oe	ccsbBroad304_08386	SMOX	-
1528	0	oe	ccsbBroad304_01556	SMARCB1	-
1529	0	oe	ccsbBroad304_00964	SMAD7	SMADs
1530	0	oe	ccsbBroad304_01540	SLC2A1	Solute carriers
1531	0	oe	ccsbBroad304_08805	SLC22A23	Orphan or poorly characterized SLC22 family members
1532	0	oe	ccsbBroad304_07671	SIX2	Homeoboxes / SINE class
1533	0	oe	ccsbBroad304_07322	SGPL1	Sphingosine 1-phosphate lyase
1534	0	oe	ccsbBroad304_06934	SFPQ	RNA binding motif (RRM) containing
1535	0	oe	ccsbBroad304_04227	SETD7	Histone methyltransferases (HMTs)
1536	0	oe	ccsbBroad304_07805	SCAF8	RNA binding motif (RRM) containing
1537	0	oe	ccsbBroad304_10014	RXFP4	GPCR / Class A : Relaxin family peptide receptors
1538	0	oe	ccsbBroad304_01418	RPL7	L ribosomal proteins
1539	0	oe	ccsbBroad304_01425	RPL22	L ribosomal proteins
1540	0	oe	ccsbBroad304_08585	RIOK2	RIO2 subfamily
1541	0	oe	ccsbBroad304_03940	RFWD2	RING-type (C3HC4) zinc fingers
1542	0	oe	ccsbBroad304_01388	RELB	NFkappaB transcription factor family
1543	0	oe	ccsbBroad304_04544	RCCD1	-
1544	0	oe	ccsbBroad304_01377	RARG	Retinoic acid receptors
1545	0	oe	ccsbBroad304_01371	RALA	-
1546	0	oe	ccsbBroad304_04261	RAB1B	RAB, member RAS oncogene
1547	0	oe	ccsbBroad304_07808	RAB11FIP2	-
1548	0	oe	ccsbBroad304_02115	PTTG1	-
1549	0	oe	ccsbBroad304_01312	PSMB8	Proteasome (prosome, macropain) subunits
1550	0	oe	ccsbBroad304_03391	PRKAG3	AMPK subfamily
1551	0	oe	ccsbBroad304_00163	PRDM1	Zinc fingers, C2H2-type
1552	0	oe	ccsbBroad304_02653	PRAF2	-
1553	0	oe	ccsbBroad304_02306	PQBP1	-
1554	0	oe	ccsbBroad304_06748	POLE2	DNA polymerases
1555	0	oe	ccsbBroad304_01216	PLD1	Phosphatidylcholine-specific phospholipase D
1556	0	oe	ccsbBroad304_01203	PIM1	PIM family
1557	0	oe	ccsbBroad304_07427	PIGB	Dolichyl D-mannosyl phosphate dependent mannosyltransferases
1558	0	oe	ccsbBroad304_06711	PFAS	-
1559	0	oe	ccsbBroad304_02741	PDS5A	-
1560	0	oe	ccsbBroad304_04216	PBX4	Homeoboxes / TALE class
1561	0	oe	ccsbBroad304_03555	PANK4	-
1562	0	oe	ccsbBroad304_08873	P2RY12	GPCR / Class A : Purinergic receptors, P2Y
1563	0	oe	ccsbBroad304_06679	OXTR	GPCR / Class A : Vasopressin and oxytocin receptors
1564	0	oe	ccsbBroad304_05309	OR52B2	GPCR / Class A : Olfactory receptors
1565	0	oe	ccsbBroad304_06663	OAS1	-
1566	0	oe	ccsbBroad304_05439	O3FAR1	-
1567	0	oe	ccsbBroad304_01114	NUP88	-
1568	0	oe	ccsbBroad304_00736	NRG1	Immunoglobulin superfamily / I-set domain containing
1569	0	oe	ccsbBroad304_06173	NR2F6	COUP-TF-like receptors
1570	0	oe	ccsbBroad304_07768	NISCH	-
1571	0	oe	ccsbBroad304_03112	NENF	-
1572	0	oe	ccsbBroad304_06623	NDUFAB1	Mitochondrial respiratory chain complex / Complex I
1573	0	oe	ccsbBroad304_06621	NDUFA8	Mitochondrial respiratory chain complex / Complex I
1574	0	oe	ccsbBroad304_01066	NDUFA4	-
1575	0	oe	ccsbBroad304_01065	NDUFA3	Mitochondrial respiratory chain complex / Complex I
1576	0	oe	ccsbBroad304_13991	NCOA3	Histone acetyltransferases
1577	0	oe	ccsbBroad304_03175	MRPS16	Mitochondrial ribosomal proteins / small subunits
1578	0	oe	ccsbBroad304_13939	MOK	RCK family
1579	0	oe	ccsbBroad304_01010	MGST2	Glutathione S-transferases / Microsomal
1580	0	oe	ccsbBroad304_08878	METTL4	-
1581	0	oe	ccsbBroad304_07381	MAPKAPK2	MAPKAPK subfamily
1582	0	oe	ccsbBroad304_05098	MAGEB6	-
1583	0	oe	ccsbBroad304_00949	LRPAP1	-
1584	0	oe	ccsbBroad304_06523	LIG1	-
1585	0	oe	ccsbBroad304_07727	LIAS	-
1586	0	oe	ccsbBroad304_03761	LHX9	Homeoboxes / LIM class
1587	0	oe	ccsbBroad304_06521	LGALS3	Endogenous ligands
1588	0	oe	ccsbBroad304_00937	LGALS2	Lectins, galactoside-binding
1589	0	oe	ccsbBroad304_00931	LCN2	Lipocalins
1590	0	oe	ccsbBroad304_03323	LARS	Aminoacyl tRNA synthetases / Class I
1591	0	oe	ccsbBroad304_01880	LAGE3	-
1592	0	oe	ccsbBroad304_05523	KRT26	Intermediate filaments type I, keratins (acidic)
1593	0	oe	ccsbBroad304_08613	KLHL9	BTB/POZ domain containing
1594	0	oe	ccsbBroad304_04405	KISS1R	GPCR / Class A : RF amide peptide receptors
1595	0	oe	ccsbBroad304_00903	KCNQ1	Voltage-gated potassium channels
1596	0	oe	ccsbBroad304_00899	KCNK2	Two-P potassium channels
1597	0	oe	ccsbBroad304_02459	KAT5	Histone acetyltransferases (HATs)
1598	0	oe	ccsbBroad304_10929	JAK2	Janus kinase (JakA) family
1599	0	oe	ccsbBroad304_02218	IKBKE	IKK family
1600	0	oe	ccsbBroad304_06420	ICAM3	CD molecules
1601	0	oe	ccsbBroad304_06401	HRH1	Histamine receptors
1602	0	oe	ccsbBroad304_00781	HPD	Oxidoreductases
1603	0	oe	ccsbBroad304_00772	HOXA6	Homeoboxes / ANTP class : HOXL subclass
1604	0	oe	ccsbBroad304_00763	HNF4A	Hepatocyte nuclear factor-4 receptors
1605	0	oe	ccsbBroad304_00756	HMGCS2	Lanosterol biosynthesis pathway
1606	0	oe	ccsbBroad304_01894	HIST1H2AC	Histones / Replication-dependent
1607	0	oe	ccsbBroad304_00738	HINT1	-
1608	0	oe	ccsbBroad304_06329	GRPR	GPCR / Class A : Bombesin receptors
1609	0	oe	ccsbBroad304_07699	GPR83	GPCR / Class A : Orphans
1610	0	oe	ccsbBroad304_02981	GPR160	GPCR / Class A : Orphans
1611	0	oe	ccsbBroad304_10047	GPR148	GPCR / Class A : Orphans
1612	0	oe	ccsbBroad304_04780	GPR139	GPCR / Class A : Orphans
1613	0	oe	ccsbBroad304_04619	GNG8	-
1614	0	oe	ccsbBroad304_00651	GNAI3	-
1615	0	oe	ccsbBroad304_06282	GLDC	-
1616	0	oe	ccsbBroad304_10846	GGT1	CD molecules
1617	0	oe	ccsbBroad304_00614	GAMT	-
1618	0	oe	ccsbBroad304_06238	GABBR1	GABA receptors
1619	0	oe	ccsbBroad304_06237	GAA	Glycosidases
1620	0	oe	ccsbBroad304_06234	G6PC	-
1621	0	oe	ccsbBroad304_02843	FTSJ1	-
1622	0	oe	ccsbBroad304_00577	FOXO3	Forkhead boxes
1623	0	oe	ccsbBroad304_03659	FOXJ2	Forkhead boxes
1624	0	oe	ccsbBroad304_00587	FOSL2	basic leucine zipper proteins
1625	0	oe	ccsbBroad304_00580	FLT1	Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family
1626	0	oe	ccsbBroad304_00551	FECH	-
1627	0	oe	ccsbBroad304_07851	FAM120A	-
1628	0	oe	ccsbBroad304_00519	ETFB	-
1629	0	oe	ccsbBroad304_03378	ERAP1	Aminopeptidase N
1630	0	oe	ccsbBroad304_00512	EPO	Endogenous ligands
1631	0	oe	ccsbBroad304_04038	ELOVL6	-
1632	0	oe	ccsbBroad304_04194	ELL3	-
1633	0	oe	ccsbBroad304_05420	EIF4E3	Translation Initiation Factor 4E
1634	0	oe	ccsbBroad304_08023	EIF2C1	-
1635	0	oe	ccsbBroad304_00487	EGR1	Zinc fingers, C2H2-type
1636	0	oe	ccsbBroad304_09177	EFCAB2	EF-hand domain containing
1637	0	oe	ccsbBroad304_06138	EDNRB	Endothelin receptors
1638	0	oe	ccsbBroad304_01929	DYRK2	Dyrk2 subfamily
1639	0	oe	ccsbBroad304_00464	DTNA	-
1640	0	oe	ccsbBroad304_06120	DRD1	Dopamine receptors
1641	0	oe	ccsbBroad304_00446	DKC1	-
1642	0	oe	ccsbBroad304_02759	DICER1	-
1643	0	oe	ccsbBroad304_00433	DECR1	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
1644	0	oe	ccsbBroad304_06085	DCK	-
1645	0	oe	ccsbBroad304_06057	CSNK1G3	Casein kinase 1 (CK1) family
1646	0	oe	ccsbBroad304_00378	CSNK1D	Casein kinase 1 (CK1) family
1647	0	oe	ccsbBroad304_00376	CSK	Csk family
1648	0	oe	ccsbBroad304_10489	CSF3	Endogenous ligands
1649	0	oe	ccsbBroad304_06048	CRYZ	-
1650	0	oe	ccsbBroad304_00356	CPD	Carboxypeptidase A
1651	0	oe	ccsbBroad304_06649	CNOT4	RNA binding motif (RRM) containing
1652	0	oe	ccsbBroad304_08461	CDCA4	-
1653	0	oe	ccsbBroad304_07345	CCRL2	Chemokine receptors
1654	0	oe	ccsbBroad304_00238	CCNE1	-
1655	0	oe	ccsbBroad304_02801	CASP14	Caspases
1656	0	oe	ccsbBroad304_08879	CASD1	-
1657	0	oe	ccsbBroad304_00184	C2	Complement system
1658	0	oe	ccsbBroad304_00183	C1S	Complement system
1659	0	oe	ccsbBroad304_02045	BUD31	-
1660	0	oe	ccsbBroad304_02875	BRP44	-
1661	0	oe	ccsbBroad304_11738	BRD4	Bromodomain kinase (BRDK) family
1662	0	oe	ccsbBroad304_02048	BCL10	-
1663	0	oe	ccsbBroad304_05868	ATP5C1	ATPases / F-type
1664	0	oe	ccsbBroad304_03512	ATG16L1	WD repeat domain containing
1665	0	oe	ccsbBroad304_00115	ASPH	-
1666	0	oe	ccsbBroad304_02311	ARPC3	Actin related protein 2/3 complex subunits
1667	0	oe	ccsbBroad304_05832	AIRE	Zinc fingers, PHD-type
1668	0	oe	ccsbBroad304_08849	ABCG8	ATP binding cassette transporters / subfamily G
1669	0	oe	ccsbBroad304_05749	A2M	-
1670	0	oe	ccsbBroad304_09676	ZSWIM2	Zinc fingers, SWIM-type
1671	0	oe	ccsbBroad304_07412	ZRANB2	Zinc fingers, RAN-binding domain containing
1672	0	oe	ccsbBroad304_10216	ZPBP2	Immunoglobulin superfamily / Immunoglobulin-like domain containing
1673	0	oe	ccsbBroad304_09774	ZNF92	Zinc fingers, C2H2-type
1674	0	oe	ccsbBroad304_10227	ZNF85	Zinc fingers, C2H2-type
1675	0	oe	ccsbBroad304_04991	ZNF785	Zinc fingers, C2H2-type
1676	0	oe	ccsbBroad304_03861	ZNF77	Zinc fingers, C2H2-type
1677	0	oe	ccsbBroad304_10484	ZNF707	Zinc fingers, C2H2-type
1678	0	oe	ccsbBroad304_10024	ZNF680	Zinc fingers, C2H2-type
1679	0	oe	ccsbBroad304_03615	ZNF673	-
1680	0	oe	ccsbBroad304_08978	ZNF672	Zinc fingers, C2H2-type
1681	0	oe	ccsbBroad304_05180	ZNF626	Zinc fingers, C2H2-type
1682	0	oe	ccsbBroad304_04522	ZNF625	Zinc fingers, C2H2-type
1683	0	oe	ccsbBroad304_04990	ZNF597	Zinc fingers, C2H2-type
1684	0	oe	ccsbBroad304_08925	ZNF576	Zinc fingers, C2H2-type
1685	0	oe	ccsbBroad304_04909	ZNF572	Zinc fingers, C2H2-type
1686	0	oe	ccsbBroad304_03461	ZNF562	Zinc fingers, C2H2-type
1687	0	oe	ccsbBroad304_04396	ZNF559	Zinc fingers, C2H2-type
1688	0	oe	ccsbBroad304_05008	ZNF558	Zinc fingers, C2H2-type
1689	0	oe	ccsbBroad304_09656	ZNF555	Zinc fingers, C2H2-type
1690	0	oe	ccsbBroad304_09648	ZNF548	Zinc fingers, C2H2-type
1691	0	oe	ccsbBroad304_09745	ZNF519	Zinc fingers, C2H2-type
1692	0	oe	ccsbBroad304_04541	ZNF502	Zinc fingers, C2H2-type
1693	0	oe	ccsbBroad304_08734	ZNF490	Zinc fingers, C2H2-type
1694	0	oe	ccsbBroad304_04732	ZNF488	Zinc fingers, C2H2-type
1695	0	oe	ccsbBroad304_02879	ZNF473	Zinc fingers, C2H2-type
1696	0	oe	ccsbBroad304_05213	ZNF449	Zinc fingers, C2H2-type
1697	0	oe	ccsbBroad304_09050	ZNF436	Zinc fingers, C2H2-type
1698	0	oe	ccsbBroad304_08742	ZNF398	Zinc fingers, C2H2-type
1699	0	oe	ccsbBroad304_09768	ZNF366	Zinc fingers, C2H2-type
1700	0	oe	ccsbBroad304_08786	ZNF350	Zinc fingers, C2H2-type
1701	0	oe	ccsbBroad304_05121	ZNF296	Zinc fingers, C2H2-type
1702	0	oe	ccsbBroad304_02786	ZNF281	Zinc fingers, C2H2-type
1703	0	oe	ccsbBroad304_07683	ZNF268	Zinc fingers, C2H2-type
1704	0	oe	ccsbBroad304_02394	ZNF267	Zinc fingers, C2H2-type
1705	0	oe	ccsbBroad304_07616	ZNF238	-
1706	0	oe	ccsbBroad304_01822	ZNF227	Zinc fingers, C2H2-type
1707	0	oe	ccsbBroad304_01820	ZNF217	Zinc fingers, C2H2-type
1708	0	oe	ccsbBroad304_01852	ZNF212	Zinc fingers, C2H2-type
1709	0	oe	ccsbBroad304_07172	ZNF195	Zinc fingers, C2H2-type
1710	0	oe	ccsbBroad304_01812	ZNF175	Zinc fingers, C2H2-type
1711	0	oe	ccsbBroad304_07169	ZNF174	Zinc fingers, C2H2-type
1712	0	oe	ccsbBroad304_01808	ZNF134	Zinc fingers, C2H2-type
1713	0	oe	ccsbBroad304_07164	ZNF133	Zinc fingers, C2H2-type
1714	0	oe	ccsbBroad304_05124	ZNF114	Zinc fingers, C2H2-type
1715	0	oe	ccsbBroad304_10035	ZKSCAN2	Zinc fingers, C2H2-type
1716	0	oe	ccsbBroad304_00175	ZFP36L1	RING-type (C3HC4) zinc fingers
1717	0	oe	ccsbBroad304_04794	ZFP3	Zinc fingers, C2H2-type
1718	0	oe	ccsbBroad304_09590	ZFP28	Zinc fingers, C2H2-type
1719	0	oe	ccsbBroad304_03418	ZFAND6	Zinc fingers, AN1-type domain containing
1720	0	oe	ccsbBroad304_02436	ZER1	ZYG11 cell cycle regulator family
1721	0	oe	ccsbBroad304_08307	ZC3HC1	Zinc fingers, C3HC-type
1722	0	oe	ccsbBroad304_00739	ZBTB48	BTB/POZ domain containing
1723	0	oe	ccsbBroad304_03839	ZBTB26	BTB/POZ domain containing
1724	0	oe	ccsbBroad304_02257	ZBTB24	BTB/POZ domain containing
1725	0	oe	ccsbBroad304_07372	ZBED1	Pseudoautosomal regions / PAR1
1726	0	oe	ccsbBroad304_03382	ZAK	MLK subfamily
1727	0	oe	ccsbBroad304_03308	YTHDF2	-
1728	0	oe	ccsbBroad304_01787	YES1	Src family
1729	0	oe	ccsbBroad304_01862	YEATS4	-
1730	0	oe	ccsbBroad304_01958	YARS	Aminoacyl tRNA synthetases / Class I
1731	0	oe	ccsbBroad304_07561	YAF2	-
1732	0	oe	ccsbBroad304_01786	XRCC4	XRCC DNA Repair
1733	0	oe	ccsbBroad304_07832	XPO7	Exportins
1734	0	oe	ccsbBroad304_02889	WWTR1	Hippo Signaling
1735	0	oe	ccsbBroad304_07137	WT1	Zinc fingers, C2H2-type
1736	0	oe	ccsbBroad304_01781	WNT7B	Endogenous ligands
1737	0	oe	ccsbBroad304_01779	WNT5A	Endogenous ligands
1738	0	oe	ccsbBroad304_02421	WFDC2	WAP four-disulfide core domain containing
1739	0	oe	ccsbBroad304_02715	WDTC1	DDB1 and CUL4 associated factors
1740	0	oe	ccsbBroad304_09036	WDR61	WD repeat domain containing
1741	0	oe	ccsbBroad304_07590	WARS2	Aminoacyl tRNA synthetases / Class I
1742	0	oe	ccsbBroad304_03232	VPS28	-
1743	0	oe	ccsbBroad304_09992	VN1R2	GPCR / Unclassified : Vomeronasal receptors, type 1
1744	0	oe	ccsbBroad304_04018	VKORC1	Oxidoreductases
1745	0	oe	ccsbBroad304_07128	VHL	-
1746	0	oe	ccsbBroad304_07466	VGLL4	-
1747	0	oe	ccsbBroad304_01767	VDR	Vitamin D receptors
1748	0	oe	ccsbBroad304_01764	VDAC1	Voltage-dependent anion channels
1749	0	oe	ccsbBroad304_07126	VARS	Aminoacyl tRNA synthetases / Class I
1750	0	oe	ccsbBroad304_01923	UXT	-
1751	0	oe	ccsbBroad304_02231	USP6NL	-
1752	0	oe	ccsbBroad304_07520	USP15	Ubiquitin-specific peptidases
1753	0	oe	ccsbBroad304_07124	UROD	-
1754	0	oe	ccsbBroad304_07123	UQCRFS1	Mitochondrial respiratory chain complex / Complex III
1755	0	oe	ccsbBroad304_02582	UQCR11	Mitochondrial respiratory chain complex / Complex III
1756	0	oe	ccsbBroad304_03441	UGT1A9	UDP glucuronosyltransferases
1757	0	oe	ccsbBroad304_03445	UGT1A1	UDP glucuronosyltransferases
1758	0	oe	ccsbBroad304_07119	UGP2	-
1759	0	oe	ccsbBroad304_08322	UFM1	-
1760	0	oe	ccsbBroad304_01748	UFD1L	-
1761	0	oe	ccsbBroad304_01744	UCHL1	Ubiquitin C-terminal hydrolase
1762	0	oe	ccsbBroad304_11405	UBE3C	-
1763	0	oe	ccsbBroad304_09284	UBE3B	-
1764	0	oe	ccsbBroad304_01741	UBE2V1	Ubiquitin-conjugating enzymes E2
1765	0	oe	ccsbBroad304_08296	UBE2J1	Ubiquitin-conjugating enzymes E2
1766	0	oe	ccsbBroad304_02448	UBE2E3	Ubiquitin-conjugating enzymes E2
1767	0	oe	ccsbBroad304_07506	UBAP2L	-
1768	0	oe	ccsbBroad304_13975	TYRO3	Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family
1769	0	oe	ccsbBroad304_03497	TXNL4B	-
1770	0	oe	ccsbBroad304_07401	TXNL1	-
1771	0	oe	ccsbBroad304_02345	TXNDC9	-
1772	0	oe	ccsbBroad304_07802	TWF2	Twinfilin subfamily
1773	0	oe	ccsbBroad304_04404	TUBB6	Tubulins
1774	0	oe	ccsbBroad304_07109	TUBB2A	Tubulins
1775	0	oe	ccsbBroad304_01831	TUBA1A	Tubulins
1776	0	oe	ccsbBroad304_01724	TTR	-
1777	0	oe	ccsbBroad304_01723	TTK	TTK family
1778	0	oe	ccsbBroad304_01720	TSTA3	Short chain dehydrogenase/reductase superfamily / Extended SDR fold
1779	0	oe	ccsbBroad304_07078	TSPAN6	Tetraspanins
1780	0	oe	ccsbBroad304_07079	TSPAN4	Tetraspanins
1781	0	oe	ccsbBroad304_07102	TSG101	-
1782	0	oe	ccsbBroad304_06126	TSC22D3	-
1783	0	oe	ccsbBroad304_02032	TSC22D1	-
1784	0	oe	ccsbBroad304_02137	TRIP13	ATPases / AAA-type
1785	0	oe	ccsbBroad304_02138	TRIP10	-
1786	0	oe	ccsbBroad304_07922	TRIM29	-
1787	0	oe	ccsbBroad304_01392	TRIM27	-
1788	0	oe	ccsbBroad304_02752	TRIM2	RING-type (C3HC4) zinc fingers
1789	0	oe	ccsbBroad304_07656	TRIM16	Tripartite motif containing
1790	0	oe	ccsbBroad304_02354	TRIM13	RING-type (C3HC4) zinc fingers
1791	0	oe	ccsbBroad304_02324	TRAP1	Heat shock proteins / HSPC
1792	0	oe	ccsbBroad304_02229	TRAM2	-
1793	0	oe	ccsbBroad304_01710	TRAF2	RING-type (C3HC4) zinc fingers
1794	0	oe	ccsbBroad304_07094	TPMT	-
1795	0	oe	ccsbBroad304_09281	TPD52L3	-
1796	0	oe	ccsbBroad304_01699	TPD52L2	-
1797	0	oe	ccsbBroad304_07088	TP53	-
1798	0	oe	ccsbBroad304_06133	TOR1A	-
1799	0	oe	ccsbBroad304_02571	TOMM34	Tetratricopeptide (TTC) repeat domain containing
1800	0	oe	ccsbBroad304_03767	TOMM22	-
1801	0	oe	ccsbBroad304_03420	TOLLIP	-
1802	0	oe	ccsbBroad304_02503	TNFSF13B	CD molecules
1803	0	oe	ccsbBroad304_07292	TNFSF13	CD molecules
1804	0	oe	ccsbBroad304_02011	TNFRSF6B	Tumour necrosis factor (TNF) receptor family
1805	0	oe	ccsbBroad304_14122	TNFRSF21	Tumour necrosis factor (TNF) receptor family
1806	0	oe	ccsbBroad304_07304	TNFRSF10B	Tumour necrosis factor (TNF) receptor family
1807	0	oe	ccsbBroad304_07306	TNFRSF10A	Tumour necrosis factor (TNF) receptor family
1808	0	oe	ccsbBroad304_01685	TNFAIP1	BTB/POZ domain containing
1809	0	oe	ccsbBroad304_02402	TMEM5	-
1810	0	oe	ccsbBroad304_09821	TMEM154	-
1811	0	oe	ccsbBroad304_05547	TMEM110	-
1812	0	oe	ccsbBroad304_03173	TMED7	-
1813	0	oe	ccsbBroad304_02580	TMED10	-
1814	0	oe	ccsbBroad304_07080	TM7SF2	-
1815	0	oe	ccsbBroad304_11580	TLK2	Tousled-like kinase (TLK) family
1816	0	oe	ccsbBroad304_09396	TIRAP	-
1817	0	oe	ccsbBroad304_01674	TIMP4	-
1818	0	oe	ccsbBroad304_01672	TIMP2	-
1819	0	oe	ccsbBroad304_02368	TIMM17B	-
1820	0	oe	ccsbBroad304_05528	TICAM2	-
1821	0	oe	ccsbBroad304_02278	THRAP3	-
1822	0	oe	ccsbBroad304_07061	TGM2	Transglutaminases
